FID,ID_ROTA_CICLOVIARIA,ID_TRECHO,NOME_LOGRAD,ANO_MES_IMPLANTACAO,TIPO_ROTA_CICLOVIARIA,POSICIONAMENTO,EXTENSAO_CICLOVIA,SITUACAO_ROTA,SENTIDO_CIRCULACAO,LARGURA_MIN,TIPO_SEGREGADOR,GEOMETRIA
ROTA_CICLOVIARIA.16651,16651,21145,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,20.88773716,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608882.13556431 7799901.31369121, 608871.498425169 7799883.33735024))"
ROTA_CICLOVIARIA.16652,16652,21148,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,65.47299207,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608871.498425169 7799883.33735024, 608843.338866898 7799824.2293815))"
ROTA_CICLOVIARIA.16653,16653,34344,AVE FLEMING,2012/12,CICLOVIA,CENTRAL,222.79600756,IMPLANTADA,UNIDIRECIONAL,1.3,SOBRE CANTEIRO,"MULTILINESTRING ((606228.746557533 7802835.89636541, 606274.148176227 7802968.62934799, 606307.106815878 7803044.27395076))"
ROTA_CICLOVIARIA.16654,16654,37335,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,75.20492729,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605350.762040274 7806072.35759311, 605381.634481318 7806003.78155157))"
ROTA_CICLOVIARIA.16655,16655,17051,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,129.869763,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608957.337664289 7800006.30232108, 608943.138320412 7799991.92524749, 608927.495953783 7799972.71915683, 608915.448775266 7799958.05214226, 608911.218657143 7799952.52326765, 608903.40159675 7799940.47571989, 608898.190223155 7799930.04784246, 608889.400153135 7799915.39082585, 608882.13556431 7799901.31369121))"
ROTA_CICLOVIARIA.16656,16656,21410,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,70.56225606,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608745.922462386 7799565.54203656, 608745.897724853 7799540.44714455, 608747.126355653 7799494.99639592))"
ROTA_CICLOVIARIA.16657,16657,23026,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,83.27753678,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((609150.06778302 7800230.21674395, 609127.845232641 7800196.55359598, 609104.21264289 7800160.7008937))"
ROTA_CICLOVIARIA.16658,16658,17052,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,220.99918831,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608816.647068912 7799772.76985593, 608797.574431056 7799730.87838282, 608778.790397749 7799693.90590846, 608771.51756308 7799678.15911368, 608763.634535933 7799659.36293958, 608756.369947109 7799632.68836912, 608750.309251551 7799606.62367451, 608747.27478085 7799587.83749838, 608745.922462386 7799565.54203656))"
ROTA_CICLOVIARIA.16659,16659,6661,AVE AFONSO VAZ DE MELO,FEV/16,CICLOVIA,ESQUERDA,69.49183708,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((603056.059014526 7791314.61148954, 603020.074150019 7791309.84246026, 602988.09676584 7791300.94427146))"
ROTA_CICLOVIARIA.16660,16660,5982,AVE DO CANAL,JAN/12,CICLOVIA,CENTRAL,55.22292994,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((601467.554831818 7790582.21056763, 601445.167364555 7790563.94428567, 601422.936568334 7790549.83715714))"
ROTA_CICLOVIARIA.16661,16661,6392,AVE DO CANAL,JAN/12,CICLOVIA,CENTRAL,54.84279602,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((601499.350807424 7790626.78149534, 601484.005291189 7790602.52643239, 601475.775938583 7790592.36850001, 601467.554831818 7790582.21056763))"
ROTA_CICLOVIARIA.16662,16662,6391,AVE DO CANAL,JAN/12,CICLOVIA,CENTRAL,57.44076124,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((601529.357434817 7790675.7615256, 601499.350807424 7790626.78149534))"
ROTA_CICLOVIARIA.16663,16663,34905,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,262.35808929,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605303.851432076 7805851.81248443, 605254.681462538 7806038.58446753, 605246.336668111 7806064.93910312, 605247.27669436 7806081.54572289, 605255.390605148 7806095.2629308, 605261.954297208 7806101.43167517))"
ROTA_CICLOVIARIA.16664,16664,34904,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,206.30076505,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605213.237849107 7805680.96725948, 605220.403487799 7805698.88361266, 605238.321707455 7805727.54777815, 605256.23992711 7805744.75427582, 605288.489424152 7805772.33866109, 605296.735268448 7805781.29683768, 605303.900907141 7805793.12443021, 605308.914380473 7805811.40071013, 605309.021576449 7805825.16790786, 605307.298194991 7805838.6451646, 605303.851432076 7805851.81248443))"
ROTA_CICLOVIARIA.16665,16665,5981,AVE DO CANAL,JAN/12,CICLOVIA,CENTRAL,18.44566129,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((601422.936568334 7790549.83715714, 601407.327185081 7790540.0091576))"
ROTA_CICLOVIARIA.16666,16666,35657,AVE OTACILIO NEGRAO DE LIMA,2003/12,CICLOVIA,DIREITA,28.47987515,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605281.496948188 7806108.1803015, 605309.837915035 7806105.37087335))"
ROTA_CICLOVIARIA.16667,16667,6632,AVE AFONSO VAZ DE MELO,JAN/12,CICLOVIA,ESQUERDA,74.41527631,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((602440.300591725 7791051.06513364, 602373.171173313 7791018.95167024))"
ROTA_CICLOVIARIA.16668,16668,6770,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,72.38951669,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603486.962099901 7790445.32842959, 603507.931281947 7790376.04253253))"
ROTA_CICLOVIARIA.16093,16093,37964,RUA DOUTOR ALVARO CAMARGOS,JUN/21,CICLOFAIXA,DIREITO,142.60236748,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((609188.716055235 7807539.15902993, 609206.51883307 7807547.2673795, 609232.080950387 7807567.09334398, 609248.951947817 7807586.52938783, 609263.514108843 7807609.96461766, 609277.630994278 7807644.55757636))"
ROTA_CICLOVIARIA.16094,16094,63356,AVE FRANCISCA GREGORY,2014/01,CICLOVIA,DIREITA,41.20439382,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((606688.155526638 7806804.51856387, 606714.402049032 7806772.75502924))"
ROTA_CICLOVIARIA.16095,16095,46998,RUA DOUTOR ALVARO CAMARGOS,JUN/21,CICLOFAIXA,DIREITO,166.12459057,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((609518.483860318 7808032.37863651, 609608.676905229 7808151.14446207, 609622.835019885 7808160.54254912))"
ROTA_CICLOVIARIA.16096,16096,48996,AVE DEPUTADO ALVARO ANTONIO,NOV/24,CICLOVIA,,455.08876147,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((604323.794264536 7791289.93740377, 604683.844690366 7791429.08551687, 604749.449974165 7791450.73626926))"
ROTA_CICLOVIARIA.16097,16097,37145,AVE OTACILIO NEGRAO DE LIMA,2022,CVIA CALCA,DIREITA SC,69.95221184,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((606621.07558329 7803717.64688765, 606603.981948064 7803740.92215004, 606599.141637464 7803759.03846251, 606600.015696958 7803781.3439223))"
ROTA_CICLOVIARIA.16098,16098,51379,RUA GUSTAVO DA SILVEIRA,NOV/24,CICLOVIA,,18.624,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613760.887782234 7800278.35506129, 613765.928925923 7800296.28381602))"
ROTA_CICLOVIARIA.16099,16099,4983,RUA ITAPETININGA,FEV/16,CICLOFAIXA,DIREITO,54.0961676,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603857.835438801 7788074.66097208, 603909.61934098 7788090.30778721))"
ROTA_CICLOVIARIA.16100,16100,42187,AVE PARANA,MAR/14,CICLOVIA,AMBOS,139.75214266,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((610728.050268406 7797213.81072464, 610691.554161553 7797078.90818367))"
ROTA_CICLOVIARIA.16101,16101,43524,RUA SAO PAULO,JUL/20,CICLOFAIXA,ESQUERDA,139.96095466,IMPLANTADA,BIDIRECIONAL,2.2,TACHÃO,"MULTILINESTRING ((610735.364332296 7796343.28791704, 610707.61706624 7796226.69164987, 610697.177827362 7796209.50514814))"
ROTA_CICLOVIARIA.16102,16102,34048,AVE AYRES DA MATA MACHADO,JUN/24,CICLOVIA,CANTEIRO,89.97999446,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((604054.54267629 7801722.79966073, 604128.994801559 7801672.26966522))"
ROTA_CICLOVIARIA.16103,16103,721,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,227.18623296,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603874.970303248 7788995.97344159, 603933.507551905 7788776.4581233))"
ROTA_CICLOVIARIA.15962,15962,43734,AVE DOS ANDRADAS,MAR/07,CVIA CALCA,DIREITA,257.66600647,IMPLANTADA,BIDIRECIONAL,2,SOBRE CALÇADA,"MULTILINESTRING ((611612.235660574 7796851.19453412, 611729.235945289 7796789.30713112, 611769.937432734 7796779.74907664, 611812.40353086 7796780.60890162, 611853.014314016 7796786.40772129))"
ROTA_CICLOVIARIA.15961,15961,65774,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,91.20274891,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606178.776741098 7794908.52995786, 606177.086343019 7794886.04453471, 606162.697344721 7794842.87332208, 606149.35556865 7794823.95717241))"
ROTA_CICLOVIARIA.15963,15963,5685,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,107.91725709,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((613417.97661126 7797006.70288085, 613464.598614909 7797000.65411205, 613525.461191658 7797002.91365213))"
ROTA_CICLOVIARIA.15964,15964,38034,RUA DOUTOR ALVARO CAMARGOS,JUN/21,CICLOFAIXA,DIREITO,115.63145577,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608719.915069476 7807211.89564344, 608767.71622886 7807317.18421226))"
ROTA_CICLOVIARIA.15965,15965,, ,JUL/21,CICLOFAIXA,DIREITA,174.20059749,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606383.38912146 7796362.80394461, 606415.836518764 7796340.26853163, 606432.526107618 7796321.77229648, 606445.15874108 7796300.58660877, 606453.256160179 7796275.33174931, 606452.37385484 7796250.54679423, 606445.059790949 7796217.5535099))"
ROTA_CICLOVIARIA.15966,15966,28435,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,120.34932124,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606460.289865363 7795518.38582347, 606456.216418281 7795492.28113699, 606438.265215248 7795422.28538444, 606431.206772532 7795401.79955427))"
ROTA_CICLOVIARIA.15967,15967,22697,AVE SARAMENHA,2009,CICLOVIA,CENTRAL,137.4293749,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((613436.463794171 7805330.10867573, 613547.708479567 7805249.41510067))"
ROTA_CICLOVIARIA.15968,15968,28434,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,128.06333921,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606431.206772532 7795401.79955427, 606417.007428653 7795360.3479916, 606392.640958759 7795309.87826458, 606378.557056702 7795285.44323825))"
ROTA_CICLOVIARIA.15969,15969,5663,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,105.04178375,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((612784.019610097 7796965.09135075, 612884.552943752 7796995.53515401))"
ROTA_CICLOVIARIA.15971,15971,56301,AVE JOAO XXIII,JUL/12,CICLOFAIXA,CENTRAL,102.36966921,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605122.43461172 7799205.48532506, 605222.102131724 7799182.12008098))"
ROTA_CICLOVIARIA.15972,15972,59915,VDT ITAMAR FRANCO,DEZ/13,CICLOVIA,DIREITA,24.85613714,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((608784.455292781 7797195.19451392, 608767.46885353 7797213.34082029))"
ROTA_CICLOVIARIA.15973,15973,43735,AVE DOS ANDRADAS,MAR/07,CVIA CALCA,DIREITA,222.37145434,IMPLANTADA,BIDIRECIONAL,2,SOBRE CALÇADA,"MULTILINESTRING ((611458.681548093 7797003.62350765, 611486.527764282 7796961.43209558, 611494.39429974 7796946.37516038, 611507.958713607 7796923.35984508, 611521.333473056 7796906.31331485, 611563.882029623 7796877.30921855, 611612.235660574 7796851.19453412))"
ROTA_CICLOVIARIA.15970,15970,33770,AVE JOAO XXIII,JUL/12,CICLOFAIXA,CENTRAL,63.9433625,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604506.115471506 7799378.8700331, 604567.497536445 7799360.95367992))"
ROTA_CICLOVIARIA.15974,15974,45095,AVE DOS ANDRADAS,JUL/20,CALCADA CP,DIREITA,88.96460428,IMPLANTADA,BIDIRECIONAL,4,SEM SEGREGAÇÃO,"MULTILINESTRING ((611523.963897385 7797384.53597402, 611501.122908686 7797298.55347551))"
ROTA_CICLOVIARIA.15975,15975,45093,AVE DOS ANDRADAS,JUL/20,CALCADA CP,DIREITA,140.20763308,IMPLANTADA,BIDIRECIONAL,4,SEM SEGREGAÇÃO,"MULTILINESTRING ((611501.122908686 7797298.55347551, 611463.381679343 7797163.52096098))"
ROTA_CICLOVIARIA.15976,15976,28433,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,147.05510966,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606378.557056702 7795285.44323825, 606353.992686544 7795251.15021849, 606330.920814203 7795222.93596143, 606281.940499085 7795175.15568697))"
ROTA_CICLOVIARIA.15977,15977,31826,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,73.41375642,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606215.107931067 7793887.30782466, 606219.346295036 7793884.89831511, 606233.562130601 7793875.12030539, 606251.076303887 7793862.01297335, 606273.373066863 7793842.8368766))"
ROTA_CICLOVIARIA.15978,15978,43940,AVE JOSE DE PATROCINIO PONTES,SET/21,CICLOVIA,DIREITO,192.48573741,IMPLANTADA,BIDIRECIONAL,2.5,MEIO FIO,"MULTILINESTRING ((614307.356885334 7793108.8062864, 614305.781929074 7793091.61978466, 614213.420227114 7793033.0317101, 614157.661827985 7792997.99884093))"
ROTA_CICLOVIARIA.15979,15979,4969,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,26.8603894,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600959.751002541 7789205.25084378, 600964.047087419 7789178.73624076))"
ROTA_CICLOVIARIA.15980,15980,, ,09/21,CVIA+CFAIX,DIREITA,30.59603204,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606273.373066863 7793842.8368766, 606295.224554246 7793821.42123568))"
ROTA_CICLOVIARIA.15981,15981,31824,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,63.01074307,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606295.224554246 7793821.42123568, 606340.980744245 7793778.10005358))"
ROTA_CICLOVIARIA.15982,15982,31825,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,81.83498451,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606340.980744245 7793778.10005358, 606401.167161762 7793722.65134001))"
ROTA_CICLOVIARIA.15983,15983,32683,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,78.11214997,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605989.823219057 7793968.07138547, 606009.011298733 7793955.42395983, 606029.081683749 7793946.26582393, 606059.929387262 7793934.34824973))"
ROTA_CICLOVIARIA.15984,15984,33574,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,560.012115,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604694.887584974 7804582.25090001, 604605.263503321 7804567.66386916, 604511.904054202 7804552.80689325, 604465.562409258 7804544.08866782, 604450.159172114 7804536.04030604, 604434.896114321 7804519.2837168, 604420.581328624 7804495.838489, 604380.45705028 7804428.82212999, 604358.226254058 7804395.79885178, 604348.067373884 7804381.20182297, 604331.559193605 7804360.23609048, 604313.781153303 7804343.72945036, 604282.669582774 7804324.05345535, 604248.993554669 7804309.85634513))"
ROTA_CICLOVIARIA.15985,15985,56299,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,72.28113106,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604811.656986049 7799290.21807795, 604881.062257488 7799270.03218672))"
ROTA_CICLOVIARIA.15986,15986,33823,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,934.17467997,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((606076.421075854 7805151.85495875, 606192.951347444 7805056.92428162, 606230.115367685 7805018.49210438, 606258.192467514 7804982.28947332, 606282.492970653 7804947.54654513, 606295.744042437 7804928.84035273, 606322.246186004 7804896.76688119, 606364.539121398 7804864.75339745, 606397.448285984 7804843.30776264, 606432.295223978 7804813.08391462, 606466.391790141 7804777.94106784, 606514.48979992 7804743.39809896, 606544.446952248 7804728.77107625, 606577.182954103 7804717.93328225, 606599.817796695 7804715.99367705, 606626.46836546 7804720.31279791, 606655.361803873 7804732.37034363, 606699.287416437 7804763.64397797, 606730.324774367 7804820.61238222, 606747.558588946 7804837.10902438, 606764.660470016 7804850.01639712, 606780.888291589 7804858.05476093))"
ROTA_CICLOVIARIA.15987,15987,35186,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,177.61938837,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605240.284218397 7803654.07982654, 605083.035967674 7803571.48663814))"
ROTA_CICLOVIARIA.15988,15988,56297,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,26.8423443,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604765.711141632 7799302.34560943, 604791.5618635 7799295.11708077))"
ROTA_CICLOVIARIA.15989,15989,35839,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,10.29557427,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605365.258234547 7800500.76167531, 605362.190780469 7800510.58967485))"
ROTA_CICLOVIARIA.15990,15990,56298,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,20.68366938,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604791.5618635 7799295.11708077, 604811.656986049 7799290.21807795))"
ROTA_CICLOVIARIA.15991,15991,18315,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,62.37309368,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604667.767003084 7799331.19973625, 604727.615340985 7799313.63331185))"
ROTA_CICLOVIARIA.15992,15992,45852,AVE BIAS FORTES,JUL/20,CICLOFAIXA,ESQUERDO,38.54338402,IMPLANTADA,BIDIRECIONAL,2,TACHÃO,"MULTILINESTRING ((610104.245721004 7797232.40878404, 610085.962864768 7797266.34003246))"
ROTA_CICLOVIARIA.15993,15993,42161,RUA DOS TAMOIOS,JUL/20,CICLOFAIXA,ESQUERDO,139.17135636,IMPLANTADA,BIDIRECIONAL,2,TACHÃO,"MULTILINESTRING ((610508.294266607 7797128.05940746, 610373.457494776 7797162.52259644))"
ROTA_CICLOVIARIA.15994,15994,32441,AVE PROFESSOR CLOVIS SALGADO,JUL/21,CICLOFAIXA,CENTRAL,133.76121469,IMPLANTADA,UNIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((602910.590554777 7802207.31378918, 602777.708054837 7802222.62077337))"
ROTA_CICLOVIARIA.15995,15995,32439,AVE PROFESSOR CLOVIS SALGADO,JUL/21,CICLOFAIXA,CENTRAL,112.24124506,IMPLANTADA,UNIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((603021.489514241 7802190.00720424, 602910.590554777 7802207.31378918))"
ROTA_CICLOVIARIA.15996,15996,33824,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,760.92211813,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604867.423631022 7803960.38747851, 604855.90418654 7804013.01676597, 604853.166566235 7804034.01249235, 604854.766260028 7804063.40650928, 604855.442419261 7804079.19329593, 604862.294715871 7804099.72911592, 604873.0225593 7804157.42737161, 604881.243666063 7804204.89770916, 604900.407008207 7804310.77615791, 604902.237585639 7804334.51132668, 604902.23758564 7804360.06612508, 604898.584676617 7804378.32240906, 604894.940013438 7804395.66887824, 604865.724987097 7804489.52977313, 604851.204055292 7804527.91196054, 604832.263350945 7804555.09642722, 604807.393884548 7804573.11276005, 604780.54541552 7804584.43045637, 604759.922558936 7804588.59960775, 604726.980410974 7804587.34986213, 604694.887584974 7804582.25090001))"
ROTA_CICLOVIARIA.15997,15997,35188,PCA PAULO GUSTAVO DO VALE,DEZ/03,CVIA CALCA,DIREITA CA,182.22555155,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605257.790145837 7803809.93810204, 605288.885224677 7803768.38655974, 605292.455675259 7803746.351045, 605283.879997191 7803725.98519041, 605278.165627093 7803706.68911807, 605268.278859782 7803683.6937987, 605240.284218397 7803654.07982654))"
ROTA_CICLOVIARIA.15998,15998,42162,RUA DOS TAMOIOS,JUL/20,CICLOFAIXA,ESQUERDO,139.43406304,IMPLANTADA,BIDIRECIONAL,2,TACHÃO,"MULTILINESTRING ((610373.457494776 7797162.52259644, 610238.700638662 7797198.33387491))"
ROTA_CICLOVIARIA.15999,15999,42194,RUA DOS TAMOIOS,JUL/20,CICLOFAIXA,ESQUERDO,89.55629536,IMPLANTADA,BIDIRECIONAL,2,TACHÃO,"MULTILINESTRING ((610691.550896457 7797078.90912239, 610605.216442157 7797102.71441674))"
ROTA_CICLOVIARIA.16000,16000,7399,VDT JOSE MARIA TORRES LEAL,MAI/21,CICLOFAIXA,DIREITA,335.47385486,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((613889.820313564 7797312.98053892, 613916.355440508 7797253.1527167, 613929.078778257 7797236.18617019, 613953.841048678 7797214.95049265, 613984.960865051 7797203.6427943, 614011.842317456 7797205.05250736, 614038.72376986 7797212.83092408, 614051.455353452 7797219.90948326, 614059.940327234 7797227.69789795, 614064.19518289 7797238.30573876, 614065.605222265 7797251.03314813, 614062.768651827 7797269.41940566, 614056.402860031 7797278.62753137, 614012.873047993 7797299.01338189))"
ROTA_CICLOVIARIA.16001,16001,8900,RUA DORES DO INDAIA,SET/21,ZONA 30,ZONA 30,47.59664239,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613998.704910526 7797436.58774454, 614042.210223759 7797455.89391163))"
ROTA_CICLOVIARIA.16002,16002,35366,RUA NICOLA COSTA,OUT/23,CICLOVIA,CENTRAL,226.34378626,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((605391.135123356 7800277.38594794, 605390.673368125 7800382.77506056, 605388.199604835 7800407.56014866, 605385.717593956 7800419.95769189, 605373.942471606 7800472.01737562, 605365.259554425 7800500.76167989))"
ROTA_CICLOVIARIA.16003,16003,5730,RUA CONSELHEIRO ROCHA,SET/21,ZONA 30,ZONA 30,112.91756716,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((614042.210223759 7797455.89391163, 614108.870004039 7797547.03583758))"
ROTA_CICLOVIARIA.16004,16004,11881,RUA CONDE SANTA MARINHA,FEV/19,ZONA 30,ZONA 30,93.93056328,IMPLANTADA,UNIDIRECIONAL,,,"MULTILINESTRING ((610330.002131714 7800426.52569167, 610321.492385598 7800505.12011601, 610316.157297402 7800519.00736442))"
ROTA_CICLOVIARIA.16005,16005,11882,RUA CORONEL ALVES,FEV/19,ZONA 30,ZONA 30,93.1714421,IMPLANTADA,UNIDIRECIONAL,,,"MULTILINESTRING ((610422.702417528 7800435.88382355, 610330.002131714 7800426.52569167))"
ROTA_CICLOVIARIA.16006,16006,10702,RUA SIMAO TAMM,FEV/19,ZONA 30,ZONA 30,98.03936637,IMPLANTADA,UNIDIRECIONAL,,,"MULTILINESTRING ((610413.908338262 7800526.47644114, 610316.153854134 7800519.00796133))"
ROTA_CICLOVIARIA.16007,16007,11032,RUA SIMAO TAMM,FEV/19,ZONA 30,ZONA 30,94.17157174,IMPLANTADA,UNIDIRECIONAL,,,"MULTILINESTRING ((610507.63060453 7800535.66457093, 610413.908338262 7800526.47644114))"
ROTA_CICLOVIARIA.16008,16008,51460,RUA TUBARAO,2016/02,CICLORRUA,VIA,28.06452276,IMPLANTADA,BIDIRECIONAL,7,SEM SEGREGAÇÃO,"MULTILINESTRING ((604224.115842428 7787673.81256361, 604215.705081246 7787700.58711373))"
ROTA_CICLOVIARIA.16009,16009,, ,2009,CICLOVIA,CENTRAL,71.1032226,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((613547.609529436 7805249.52507828, 613600.234507734 7805201.99475294, 613600.374687086 7805201.8647794))"
