FID,ID_FX_ROD,GEOMETRIA
FAIXA_RODAGEM_RODOVIA.595,595,"MULTILINESTRING ((614577.93602118 7803846.42072653, 614587.064170815 7803847.55049657, 614581.374538251 7803836.3327799, 614576.014739459 7803842.38154869, 614573.590461235 7803845.14098702, 614573.763623966 7803845.55090358, 614574.208899558 7803845.88083643, 614577.93602118 7803846.42072653))"
FAIXA_RODAGEM_RODOVIA.596,596,"MULTILINESTRING ((614795.733506571 7803898.04021953, 614806.486087533 7803900.21977589, 614827.743874128 7803904.89882349, 614846.767036919 7803909.03798097, 614870.168743032 7803914.0769553, 614902.863515665 7803921.31548192, 614939.35962252 7803929.20387626, 614948.339346958 7803931.28345297, 614983.763494054 7803939.01187987, 615003.644224652 7803943.06105567))"
FAIXA_RODAGEM_RODOVIA.597,597,"MULTILINESTRING ((614547.286217931 7803850.76984128, 614547.921147942 7803851.28973546, 614548.152031582 7803851.93960318, 614548.160277427 7803852.22954416, 614547.970623008 7803852.52948311, 614547.632543392 7803852.77943224, 614533.845491729 7803857.59845134, 614532.254043779 7803857.87839436, 614531.033658824 7803857.79841064, 614497.217451365 7803854.53907407, 614476.685299068 7803852.70944648, 614456.276834436 7803850.79983518, 614432.627752995 7803848.73025643, 614413.00264357 7803847.01060646, 614389.1061868 7803844.84104807, 614366.974340709 7803842.89144491, 614355.125062456 7803841.77167283, 614352.840963586 7803841.56171557, 614315.718172565 7803838.18240342, 614278.141860108 7803834.88307499, 614248.852621169 7803832.27360614, 614220.676571209 7803829.7741149, 614191.461544868 7803827.08466233, 614165.734510664 7803824.7851304, 614137.706885902 7803822.22565137, 614123.655967222 7803820.85593017, 614123.260166695 7803820.51599936, 614123.251920851 7803819.92611943, 614123.482804491 7803819.23625985, 614123.96106346 7803818.64637992))"
FAIXA_RODAGEM_RODOVIA.598,598,"MULTILINESTRING ((614604.891686183 7803746.55105472, 614604.471148124 7803747.54085324, 614598.855728159 7803768.12666306, 614597.264280209 7803770.26622756, 614595.870732523 7803771.3660037, 614595.079131471 7803772.37579816, 614594.642101723 7803773.72552343, 614594.345251329 7803774.97526905, 614590.881996724 7803797.30072477, 614587.369267054 7803817.94652237, 614586.495207559 7803824.85511615, 614586.330290673 7803828.05446493, 614587.039433282 7803832.23361428, 614588.136130574 7803837.84247261, 614589.463711505 7803841.67169318, 614592.473444674 7803845.29095649, 614603.902184868 7803854.98898249, 614607.851944286 7803857.56845744, 614613.698247892 7803861.20771668, 614620.723707232 7803864.26709396, 614628.862355552 7803866.91655467, 614636.448532304 7803869.19609067, 614642.360802665 7803870.83575692, 614647.135146512 7803871.77556563, 614652.099144778 7803872.51541503, 614659.776025818 7803873.62518914, 614676.993348708 7803876.26465189, 614689.584752948 7803878.30423674, 614709.094420553 7803881.54357738, 614732.702272772 7803885.62274707, 614749.30115734 7803888.81209789, 614772.579175788 7803893.29118619, 614789.89544881 7803896.85046171))"
FAIXA_RODAGEM_RODOVIA.599,599,"MULTILINESTRING ((614611.974866434 7803697.18110382, 614612.164520852 7803701.04031829, 614609.558834055 7803732.29395671, 614609.352687947 7803741.29212515))"
FAIXA_RODAGEM_RODOVIA.600,600,"MULTILINESTRING ((614639.697394957 7803555.65991005, 614638.01524272 7803556.99963736, 614636.745382699 7803559.78906958, 614634.32935032 7803570.58687172, 614630.272394927 7803592.19247396, 614626.157718623 7803610.72870096, 614625.597001211 7803616.17759186, 614625.621738744 7803617.72727642, 614625.811393162 7803618.77706274, 614626.223685377 7803620.1867758, 614626.974057208 7803621.28655194))"
FAIXA_RODAGEM_RODOVIA.601,601,"MULTILINESTRING ((614599.95242545 7803679.66466924, 614601.082106119 7803678.15497654, 614602.483899649 7803674.79566032, 614604.141314352 7803669.51673483, 614605.427666063 7803663.35798842, 614607.200522586 7803653.42001127, 614608.470382608 7803646.34145209, 614610.152534844 7803636.89337522, 614611.25747798 7803630.2247326, 614612.700500732 7803620.96661706, 614614.877403626 7803606.62953534, 614620.50931528 7803575.84580127, 614622.686218174 7803556.32977371, 614621.902862966 7803550.65092962, 614619.824910204 7803540.57298096))"
FAIXA_RODAGEM_RODOVIA.602,602,"MULTILINESTRING ((614559.102512807 7803843.95122919, 614562.071016754 7803843.55131059, 614565.418829538 7803842.27157108, 614568.296629197 7803840.45194146, 614571.042495348 7803837.65251128, 614573.442036038 7803834.54314418, 614574.489258264 7803832.41357765))"
FAIXA_RODAGEM_RODOVIA.603,603,"MULTILINESTRING ((614568.139958156 7803827.90449546, 614568.997525963 7803827.24462977, 614570.49002378 7803825.47498998, 614577.22687857 7803802.7396177, 614580.385036936 7803785.62310171, 614584.029700114 7803765.34722881, 614583.84829154 7803763.45761343))"
FAIXA_RODAGEM_RODOVIA.604,604,"MULTILINESTRING ((614578.966751716 7803852.6194648, 614564.421082378 7803851.419709, 614562.5822591 7803851.78963371, 614558.987070987 7803855.44888888, 614557.601769146 7803858.65823562, 614559.028300209 7803860.33789373, 614585.472722866 7803863.77719367, 614608.404415853 7803866.59661979, 614615.075303889 7803867.44644681, 614610.160780688 7803865.80678056, 614607.736502465 7803864.75699424, 614602.533374715 7803861.34768819, 614600.513142862 7803859.68802601, 614598.509402698 7803857.94838011, 614597.082871635 7803856.75862228, 614595.425456931 7803855.25892754, 614594.180334443 7803854.51907814, 614593.248554037 7803854.14915343, 614583.320557505 7803852.9593956, 614578.966751716 7803852.6194648))"
FAIXA_RODAGEM_RODOVIA.605,605,"MULTILINESTRING ((614625.605247055 7803533.86434648, 614629.860102712 7803511.42891315, 614638.386305714 7803463.27871398, 614646.211611951 7803418.08791244, 614653.929722212 7803375.52657567, 614660.641839469 7803341.76344806, 614665.671804489 7803312.119482, 614669.802972482 7803287.28453708))"
FAIXA_RODAGEM_RODOVIA.606,606,"MULTILINESTRING ((614681.347154496 7803214.28939503, 614690.03002854 7803169.10859146, 614700.098204425 7803112.17018111, 614705.721870235 7803084.58579583, 614710.331297197 7803068.19913129, 614714.182106483 7803049.48294091, 614718.230816033 7803025.13789627, 614723.095864167 7802999.04320777, 614727.672307752 7802971.49881436, 614728.876201019 7802963.74039356, 614730.212027795 7802955.7720155, 614730.698532608 7802952.8626077, 614736.008856335 7802913.83055256, 614736.866424142 7802907.47184686, 614739.645273669 7802887.54590273, 614739.496848472 7802885.91623444, 614739.373160808 7802884.8164583, 614739.356669119 7802876.0882349, 614740.906887847 7802832.61708333, 614741.714980588 7802819.38977571, 614741.550063702 7802817.24021325, 614740.676004206 7802814.65074033, 614737.188012069 7802806.48240297, 614735.918152048 7802803.86293615, 614735.580072431 7802802.29325566, 614735.786218539 7802800.36364842, 614737.493108308 7802801.01351614, 614738.367167803 7802792.44526019, 614735.82744776 7802790.29569772))"
FAIXA_RODAGEM_RODOVIA.607,607,"MULTILINESTRING ((614669.275238447 7803278.80626281, 614670.363689894 7803277.43654162, 614673.843436187 7803257.72055475, 614678.345667173 7803226.0769957, 614677.702491317 7803223.77746377, 614676.32543532 7803221.89784636))"
FAIXA_RODAGEM_RODOVIA.608,608,"MULTILINESTRING ((614624.813646003 7803630.07476313, 614623.650981957 7803630.28472039, 614622.612005575 7803630.96458201, 614622.084271541 7803631.55446194, 614621.523554128 7803632.88419128, 614621.160736979 7803634.25391247, 614620.68247801 7803636.13352988, 614619.742451761 7803641.22249404, 614616.790439502 7803656.42939872, 614612.807696707 7803679.49470384, 614612.164520852 7803685.87340547))"
FAIXA_RODAGEM_RODOVIA.609,609,"MULTILINESTRING ((614730.113077663 7803067.62924728, 614729.065855438 7803068.75901732, 614728.34022114 7803070.20872224, 614723.384468718 7803085.31564727, 614720.712815166 7803096.82330492, 614716.960956011 7803124.93758234, 614715.814783654 7803134.75558391, 614713.967714532 7803147.04308283, 614715.278803775 7803148.49278774, 614717.282543939 7803149.3326168))"
FAIXA_RODAGEM_RODOVIA.610,610,"MULTILINESTRING ((614702.596695247 7803164.71948485, 614700.213646246 7803176.51708348, 614696.874079306 7803195.9031375, 614693.847854449 7803209.30041053, 614691.077250766 7803225.85704047, 614688.108746819 7803244.98314741, 614684.332150131 7803267.95847085, 614681.190483455 7803284.35513336, 614679.986590187 7803291.92359282))"
FAIXA_RODAGEM_RODOVIA.611,611,"MULTILINESTRING ((614676.721235846 7803307.85035097, 614676.069814147 7803310.79975063, 614671.81495849 7803331.4555462, 614668.30222882 7803352.87118711, 614661.458178054 7803392.31315881, 614656.403475501 7803419.97752781, 614651.183856061 7803449.09160172, 614645.189127258 7803481.47501018, 614640.596191985 7803507.72966612, 614636.984512183 7803530.78497328, 614635.805356449 7803541.14286496, 614635.780618916 7803543.59236637, 614636.489761526 7803545.36200616))"
FAIXA_RODAGEM_RODOVIA.612,612,"MULTILINESTRING ((609835.627278857 7801815.82404861, 609847.385852823 7801831.02095532, 609852.951797723 7801838.25948194, 609873.236574691 7801864.66410736, 609894.568573885 7801893.0283339, 609901.998079596 7801903.70616046, 609910.458315843 7801915.813696, 609919.198910797 7801929.87083471, 609926.232615982 7801941.20852696, 609930.083425268 7801948.58702509, 609933.530188184 7801955.77556188, 609933.63738416 7801956.00551508, 609938.057156702 7801965.94349223, 609942.023407809 7801974.52174615, 609946.443180351 7801985.20957068, 609951.069099001 7801998.01696377, 609955.274479592 7802010.88434465, 609958.663521598 7802022.21203893, 609959.768464734 7802025.91128596, 609966.381631859 7802049.67644863, 609972.805144566 7802074.59137727, 609977.843355431 7802094.02742112, 609985.825332709 7802122.50162527, 609991.704619692 7802141.38778105, 609996.487209384 7802155.32494418, 610003.21581833 7802172.18151308, 610010.958666124 7802189.88790899, 610020.3176994 7802209.94382667, 610027.120520944 7802223.05115871, 610040.924064295 7802246.58636819, 610056.368530662 7802271.47130293, 610069.322752051 7802292.17708832, 610080.75973809 7802310.22341505, 610082.194514997 7802312.48295513, 610087.348167682 7802320.69128434, 610097.193705772 7802336.37809134, 610109.653176503 7802356.31403344, 610112.877301623 7802361.44298945, 610114.229620087 7802363.59255191, 610125.839768856 7802382.06879113, 610142.405670047 7802407.49361598, 610154.287931678 7802424.36018284, 610162.789397147 7802435.24796666, 610170.614703384 7802445.14595196, 610177.887538053 7802453.52424658, 610185.308797919 7802461.52261853, 610191.897227512 7802468.06128761, 610200.406938825 7802475.45978166, 610207.90241129 7802481.74850161, 610217.451098985 7802488.97703027, 610226.620477843 7802495.16577057, 610235.072468246 7802500.54467571, 610242.205123562 7802504.73382302, 610249.758316937 7802508.79299678, 610261.780757921 7802514.57182052, 610269.061838434 7802517.76117134, 610276.878898827 7802520.72056896, 610287.235679263 7802524.26984652, 610292.12546493 7802525.79953515, 610303.644909412 7802529.05887173, 610311.767066044 7802530.95848506, 610321.851733618 7802532.81810654, 610330.658295326 7802534.48776669, 610338.046571815 7802535.44757132, 610348.634235891 7802536.65732508, 610368.795325195 7802538.11702796, 610390.185045299 7802539.40676544, 610415.722425084 7802540.69650292, 610440.459957972 7802541.71629534, 610469.114266901 7802542.95604299, 610499.508448976 7802544.60570721, 610513.476909213 7802545.65549353, 610530.900378211 7802547.23517199, 610547.639442132 7802549.4847141, 610560.84103885 7802551.29434576, 610576.00514651 7802553.89381664, 610591.169254171 7802556.94319595, 610606.720916513 7802560.5224674, 610620.351297135 7802563.88178362, 610632.827259555 7802567.47105304, 610649.57456932 7802572.21008842, 610664.631481004 7802576.50921334, 610680.191389191 7802580.98830164, 610694.168095273 7802585.13745709, 610711.30295972 7802590.10644567, 610723.317154859 7802593.54574561, 610738.48126252 7802598.10481762, 610755.038917866 7802602.96382858, 610772.907662456 7802608.19276425, 610786.232946838 7802612.16195633, 610804.439771044 7802617.43088386, 610825.582115819 7802623.43966079, 610840.787452701 7802627.43884677, 610846.06479305 7802628.9685354, 610866.662912102 7802635.05729605, 610880.870501824 7802639.28643522, 610901.3614249 7802645.41518773, 610924.152938534 7802652.44375709, 610942.788546643 7802657.9726317, 610967.666258884 7802665.22115629, 610991.884303582 7802672.2897175, 611014.642833839 7802678.97835605, 611036.667483954 7802685.70698645, 611054.420786723 7802690.82594451, 611115.522492957 7802708.57233228, 611139.707554277 7802715.90084058, 611161.154995291 7802722.06958495, 611191.648127498 7802731.03775951, 611210.399177427 7802736.52664226, 611220.203486295 7802739.42605209, 611236.456045403 7802744.53501218, 611238.649439985 7802745.1848799, 611247.134413766 7802747.6943691, 611273.933407728 7802755.49278176, 611295.685944981 7802761.87148339, 611316.572668583 7802768.06022369, 611338.028355441 7802774.33894568, 611355.888854187 7802779.57787931, 611374.524462296 7802784.91679259, 611394.899943551 7802790.93556748, 611414.607511419 7802796.74438511, 611433.74611603 7802802.4532231, 611455.539882504 7802808.74194305, 611480.4835615 7802816.09044728, 611504.759327107 7802823.17900442, 611524.804974591 7802828.99782002, 611542.129493457 7802833.89682284, 611560.864051698 7802839.26573002, 611577.883474325 7802843.8048061, 611592.585814705 7802847.4840572, 611602.926103452 7802849.90356472, 611615.583474446 7802852.74298676, 611631.489708094 7802856.29226432, 611648.781243582 7802860.08149303, 611669.692704717 7802864.53058743, 611690.670132606 7802868.97968183, 611711.276497502 7802873.25881082, 611731.520045249 7802877.43796017, 611753.272582502 7802881.98703422, 611778.570832802 7802887.79585185, 611788.515321023 7802889.96541024, 611816.575929163 7802896.36410781, 611840.653794507 7802901.73301498, 611866.694170794 7802907.49184279, 611887.853007258 7802912.31086189, 611909.935378282 7802917.12988099, 611930.228401095 7802922.20884719, 611945.837784347 7802926.61794972, 611958.618843006 7802930.50715809, 611969.082819418 7802934.10642547, 611981.492815084 7802939.02542422, 611995.337587657 7802944.86423575, 612007.021949024 7802949.91320804, 612019.37422378 7802955.71202771))"
FAIXA_RODAGEM_RODOVIA.613,613,"MULTILINESTRING ((615047.924408522 7803963.45690416, 615080.577951934 7803970.55545927, 615111.293721937 7803977.37407136, 615150.214107014 7803985.65238633, 615192.581255007 7803994.7305385, 615231.567606839 7804003.28879649, 615280.646872089 7804014.12659049, 615308.031320996 7804020.46530026, 615317.208945698 7804022.34491767, 615332.521478555 7804025.57426035, 615352.245538111 7804029.87338527, 615369.710236331 7804033.61262416, 615390.74538513 7804038.221686, 615412.555643293 7804043.0407051, 615434.242213791 7804048.22964891, 615457.693394969 7804054.14844416, 615482.884449294 7804060.64712137, 615509.699934945 7804067.86565206, 615553.68326842 7804079.8032222, 615581.801597469 7804087.45166538, 615600.915464547 7804092.04073129, 615611.684537198 7804093.74038533, 615618.957371867 7804093.87035888, 615625.677734969 7804093.02053186, 615632.868111195 7804091.60082083, 615641.625197837 7804089.35127872, 615660.186593348 7804084.09234916, 615678.277975733 7804078.48349083, 615690.968330105 7804073.68446766, 615700.541755332 7804069.49532034, 615711.970495527 7804063.72649457, 615718.303303946 7804060.08723533))"
FAIXA_RODAGEM_RODOVIA.614,614,"MULTILINESTRING ((614941.239675019 7803953.3489616, 614914.448926901 7803947.67011751, 614858.70701946 7803935.1526654, 614853.388449889 7803934.02289536))"
FAIXA_RODAGEM_RODOVIA.615,615,"MULTILINESTRING ((614719.871739047 7807212.39559209, 614722.749538707 7807208.74633489, 614736.808703232 7807190.57003462, 614744.131012966 7807180.86201066, 614750.059775015 7807172.61368958, 614755.32886952 7807165.38516093, 614758.932303478 7807159.5763433, 614762.956275494 7807152.80772103, 614766.716380493 7807145.59918831, 614769.272592225 7807139.48043376, 614771.317561611 7807134.13152252, 614773.403760217 7807127.84280257, 614776.050676236 7807118.77464837, 614779.233572135 7807105.67731429, 614784.214062089 7807085.14149429, 614792.105335081 7807053.12801055, 614799.905903785 7807021.35447796, 614804.820426985 7807001.13859284, 614807.945601974 7806987.45137884, 614809.941096293 7806979.19305979, 614810.526551238 7806973.714175, 614810.905860076 7806966.92555681, 614810.897614231 7806958.52726626, 614810.097767335 7806948.42932166, 614808.827907313 7806938.68130584, 614807.500326382 7806931.63274056, 614805.8841409 7806924.92410608, 614803.451616832 7806916.82575448, 614800.83768419 7806909.9471546, 614796.962137371 7806901.97877654, 614792.740265092 7806893.53049616, 614786.78676551 7806883.37256378, 614777.139127684 7806866.50599692, 614774.863274658 7806862.9467214, 614771.79582058 7806857.36785696, 614765.891796064 7806847.76981061, 614757.695426833 7806835.64227914, 614748.732194084 7806820.00546197, 614744.477338427 7806812.31702693, 614741.368655127 7806806.75815842, 614734.07932877 7806794.2707002, 614730.352207148 7806788.03197008, 614725.833484473 7806780.85343125, 614721.240549201 7806773.16499621, 614716.367255222 7806765.54654692, 614712.252578918 7806758.88790227, 614707.907018974 7806751.9493146, 614702.052469524 7806742.39126011, 614696.568983067 7806733.81300619, 614695.65369435 7806732.36330127, 614695.010518495 7806731.6134539))"
FAIXA_RODAGEM_RODOVIA.616,616,"MULTILINESTRING ((614811.227448003 7806867.53578731, 614822.928301059 7806890.11119215, 614827.950020236 7806900.22913267, 614830.12692313 7806903.88838784, 614832.551201353 7806907.75760027, 614834.40651632 7806911.49683916, 614836.740090255 7806917.09569953, 614838.768567952 7806922.55458839, 614839.955969531 7806926.373811, 614841.6628593 7806934.37218295, 614844.788034288 7806949.19916496, 614846.618611722 7806958.15734155, 614847.088624847 7806960.12694065, 614847.368983553 7806961.18672493))"
FAIXA_RODAGEM_RODOVIA.617,617,"MULTILINESTRING ((614638.5512226 7807521.40269459, 614639.268611053 7807518.74323592, 614639.334577808 7807516.35372229, 614638.971760659 7807513.20436334, 614638.163667918 7807507.73547651, 614636.580465813 7807497.7575075, 614635.112705528 7807488.71934719, 614634.411808763 7807482.55060282, 614634.065483303 7807477.44164274, 614634.337596164 7807473.21250356, 614634.601463182 7807467.48366965, 614634.238646033 7807462.57466887, 614633.44704498 7807451.90684027, 614633.018261077 7807444.31838488, 614632.820360814 7807435.15025103, 614632.680181461 7807423.63259541))"
FAIXA_RODAGEM_RODOVIA.618,618,"MULTILINESTRING ((614633.27388225 7807412.58484415, 614634.32935032 7807397.81784993, 614636.44028646 7807383.20082518, 614638.559468444 7807371.58318992, 614640.695142117 7807360.94535522, 614643.152403717 7807350.70743912, 614646.195120262 7807340.98941719, 614649.452228759 7807331.02144614, 614653.121629471 7807320.86351376, 614656.782784338 7807312.31525373, 614660.353234919 7807304.28688789, 614664.476157067 7807295.6686421, 614668.30222882 7807288.15017247, 614673.274472931 7807279.09201623, 614681.421367095 7807265.57476762, 614688.380859681 7807254.80695938, 614695.521760841 7807244.74900665, 614704.493239435 7807232.42151587, 614713.068917503 7807220.99384194, 614715.740571055 7807217.61452979))"
FAIXA_RODAGEM_RODOVIA.619,619,"MULTILINESTRING ((614711.675369817 7806707.69832176, 614712.664871133 7806709.50795341, 614723.186568454 7806726.00459557, 614730.945907937 7806738.62202733, 614744.279438164 7806759.76772319, 614749.499057603 7806768.375971, 614756.953300847 7806780.41352079, 614763.475763685 7806790.92138195, 614770.138405876 7806801.43924107, 614775.316796094 7806809.5575886, 614781.839258932 7806819.75551284, 614791.495142603 7806834.56249893, 614801.703497841 7806851.02914719, 614802.190002655 7806851.62902508))"
FAIXA_RODAGEM_RODOVIA.620,620,"MULTILINESTRING ((614677.281953258 7806708.33819152, 614675.360671537 7806706.3186026, 614666.314980345 7806696.92051555, 614656.040658352 7806686.63260963, 614647.547438727 7806677.8843903, 614641.527972391 7806671.68565204, 614636.654678412 7806666.77665125, 614628.400588271 7806658.5483261, 614618.827163044 7806648.53036523, 614608.890920667 7806639.23225783, 614599.89470454 7806630.33406903, 614589.52967826 7806620.0461631, 614577.647416629 7806608.82844644, 614565.987792795 7806597.69071349, 614558.121257336 7806589.78232322, 614548.737486527 7806580.37423821, 614536.550128658 7806568.54664568, 614526.828278233 7806559.19854846, 614516.702381437 7806549.06061201, 614510.69940679 7806543.04183711, 614505.042757602 7806536.73312123, 614497.242188898 7806528.77474114, 614489.738470589 7806520.15649536, 614483.380924637 7806512.56803996, 614477.377949989 7806505.21953573, 614473.073619267 7806500.19055936, 614468.159096066 7806492.73207752, 614462.601397011 7806483.99385616, 614458.824800323 7806477.5651647, 614455.147153767 7806471.20645899, 614451.321082014 7806463.17809315, 614448.682411839 7806457.84917783, 614446.32410037 7806452.27031339, 614443.132958628 7806444.40191498, 614438.24317296 7806429.78489024, 614435.835386426 7806423.33620285, 614434.953081086 7806422.16644095, 614434.590263937 7806421.866502))"
FAIXA_RODAGEM_RODOVIA.621,621,"MULTILINESTRING ((614677.620032874 7806653.27939857, 614675.030837765 7806649.94007828, 614667.238514906 7806637.16267909, 614661.779765982 7806628.52443738, 614656.345754591 7806621.05595756, 614652.288799197 7806615.36711551, 614647.91850172 7806609.76825514, 614642.814324101 7806604.05941716, 614635.830093982 7806596.68091903, 614627.872854236 7806589.37240666, 614616.262705468 7806579.44442747, 614607.101572455 7806572.92575433, 614587.657871605 7806559.21854439, 614576.212639722 7806551.59009714, 614552.472853993 7806535.2034326, 614542.017123426 7806527.36502808, 614532.823007036 7806520.19648722, 614524.882258979 7806513.34788123, 614516.430268575 7806505.37950317, 614509.157433906 7806497.3011475, 614502.997788217 7806490.67249674, 614500.474559862 7806487.32317848, 614499.691204654 7806485.55353869, 614498.017298262 7806480.26461523, 614494.94159834 7806471.68636131, 614491.437114514 7806462.21828851, 614488.699494208 7806454.07994505, 614484.601309593 7806442.84223245, 614480.676287708 7806433.51413116, 614476.305990231 7806422.56635955, 614474.285758378 7806417.4474015, 614472.859227315 7806413.43821755, 614472.430443412 7806410.53880772))"
FAIXA_RODAGEM_RODOVIA.622,622,"MULTILINESTRING ((614246.939585292 7806085.63494096, 614246.939585292 7806083.90529303, 614246.461326323 7806081.90570004, 614245.166728768 7806079.99608873, 614237.968106698 7806071.15788772, 614225.005639464 7806057.64063912, 614219.439694564 7806051.09197208, 614217.617362975 7806048.75244829, 614215.836260607 7806046.21296519, 614211.474208974 7806039.27437752, 614207.49146618 7806031.6659262, 614200.630923725 7806019.40842118, 614190.125718092 7806003.59164064, 614177.072546571 7805984.01562528, 614175.489344466 7805982.1560038, 614174.57405575 7805981.17620324, 614174.565809905 7805981.17620324))"
FAIXA_RODAGEM_RODOVIA.623,623,"MULTILINESTRING ((614255.102971145 7806099.05220991, 614255.119462833 7806099.05220991, 614258.722896791 7806099.40213869, 614260.165919543 7806099.89203897, 614261.509992163 7806100.73186803, 614272.542931831 7806114.74901488, 614295.853933656 7806141.36359755, 614311.925084189 7806158.63008301, 614325.456514679 7806171.56744965, 614337.792297746 7806181.85535558, 614338.79829075 7806183.03511544, 614339.655858557 7806184.95472471, 614340.043413238 7806187.01430549, 614339.845512975 7806188.8339351, 614339.31777894 7806190.35362578, 614338.74056984 7806191.44340395))"
FAIXA_RODAGEM_RODOVIA.624,624,"MULTILINESTRING ((614348.16556987 7806195.26262656, 614348.173815714 7806195.26262656, 614350.004393148 7806195.36260621, 614351.200040571 7806195.8525065, 614352.016379156 7806196.34240678, 614353.550106195 7806198.26201605, 614361.177512169 7806207.02023334, 614367.370141236 7806214.63868262, 614372.259926903 7806221.08737001, 614375.855115016 7806226.1963301, 614379.26064871 7806231.2153085, 614385.634686351 7806242.03310657, 614386.451024937 7806243.71276468, 614386.401549871 7806245.1324757, 614386.385058182 7806245.16246959))"
FAIXA_RODAGEM_RODOVIA.625,625,"MULTILINESTRING ((614435.579765253 7806307.60975863, 614431.597022458 7806291.42305339, 614425.099297152 7806270.17737788, 614418.263492231 7806248.89171052, 614416.34221051 7806244.02270159, 614411.650325105 7806233.11492184, 614408.871475578 7806228.01595972, 614406.570885019 7806224.12675135, 614403.651856138 7806220.29753078, 614397.368522785 7806212.85904486, 614391.802577885 7806205.82047754, 614379.8543495 7806191.98329406, 614372.037289107 7806182.98512561, 614362.63702661 7806172.62723393, 614357.549340679 7806167.04836949, 614352.799734364 7806162.20935446, 614346.805005561 7806154.12100082, 614341.527665212 7806148.11222389, 614333.900259238 7806139.1540473, 614328.812573307 7806134.5049936, 614321.762376434 7806127.30645884, 614316.674690503 7806122.80737462, 614313.55776136 7806120.27788949, 614307.315657227 7806114.81900063, 614302.854655463 7806110.31991641, 614298.294703568 7806105.5008973, 614288.218281838 7806094.06322541, 614279.345753375 7806083.4853785, 614270.712354397 7806073.08749496, 614261.889301001 7806062.75959717, 614258.335342109 7806058.29050684, 614246.873618537 7806043.92343122, 614231.775477631 7806022.65775978, 614227.652555483 7806016.87893605, 614224.436676208 7806012.15989659, 614222.325740068 7806008.40066177, 614220.173574707 7806003.69162029, 614214.376746167 7805994.00359226, 614205.84229732 7805981.10621748, 614201.570949975 7805974.84749143, 614188.963054046 7805958.69078008, 614171.46537245 7805932.28615466, 614161.298246433 7805916.1894311, 614149.218084539 7805897.63320817, 614136.470009258 7805878.24715414, 614120.357629503 7805853.38221533, 614107.609554221 7805834.23611246, 614097.252773786 7805818.45932378, 614096.4364352 7805816.65969009, 614095.191312712 7805813.71029044, 614093.426702032 7805808.27139751, 614091.365240958 7805802.98247405, 614089.6418595 7805797.64356077, 614088.06690324 7805794.50419978, 614082.550433406 7805785.54602319, 614080.150892716 7805782.13671715, 614079.194374777 7805781.25689623, 614077.949252289 7805780.08713433, 614076.893784219 7805779.28729714, 614074.485997684 7805778.00755762, 614073.389300393 7805777.29770211, 614072.474011676 7805776.32789951, 614062.026526953 7805760.83105385, 614045.196758745 7805734.71636942, 614044.479370291 7805733.42663194, 614044.240240806 7805732.60679882, 614044.339190938 7805731.7269779))"
FAIXA_RODAGEM_RODOVIA.626,626,"MULTILINESTRING ((614437.929830877 7806317.0578355, 614442.572241216 7806331.06498439, 614446.390067125 7806343.57243853, 614446.926047004 7806345.65201524, 614448.78136197 7806353.69037905, 614451.988995402 7806367.25761748, 614454.198881673 7806376.02583274, 614456.763339249 7806379.61510215, 614457.324056661 7806380.17498819))"
FAIXA_RODAGEM_RODOVIA.627,627,"MULTILINESTRING ((614382.394069543 7806255.73031854, 614383.738142163 7806254.79050983, 614385.181164915 7806254.46057699, 614387.061217415 7806254.59055054, 614388.594944454 7806254.86049559, 614389.798837721 7806255.33039994, 614391.04396021 7806256.16023103, 614391.522219179 7806256.82009672, 614400.856514922 7806281.92498669, 614409.366226235 7806308.44958768, 614414.709533339 7806330.55508817, 614419.368435366 7806348.87135995, 614422.205005804 7806361.88871031, 614425.24772235 7806375.65590803, 614430.022066197 7806397.22151841))"
FAIXA_RODAGEM_RODOVIA.628,628,"MULTILINESTRING ((613890.578932349 7805560.89175092, 613897.497195714 7805566.85053802, 613904.563884276 7805573.53917657, 613909.25576968 7805579.10804304, 613919.488862451 7805591.73547277, 613935.370358566 7805614.10092035, 613949.924273748 7805635.6465348, 613963.571146058 7805657.03218181, 613975.469899377 7805674.74857569, 613989.405376238 7805696.05423899, 614002.062747232 7805715.2703276, 614015.767340452 7805736.63597869, 614017.89476828 7805739.95530305, 614024.211085011 7805751.73290575, 614030.684072784 7805762.45072417, 614034.279260897 7805767.919611, 614039.50712618 7805775.93797888, 614045.262725499 7805783.5464302, 614055.520555803 7805796.99369305, 614067.839847182 7805816.80965957, 614080.018959207 7805835.62582959, 614092.478429938 7805854.48199147, 614106.669527972 7805875.8076507, 614118.370381028 7805893.61402626, 614129.782629533 7805911.23044049, 614141.376286614 7805929.55671023, 614161.801242935 7805959.60059489, 614165.256251695 7805964.54958753, 614168.134051354 7805969.06866769, 614169.478123975 7805971.74812229))"
