FID,ID_FX_ROD,GEOMETRIA
FAIXA_RODAGEM_RODOVIA.796,796,"MULTILINESTRING ((605207.22662964 7797541.26412291, 605207.012237688 7797541.01417378, 605178.209503562 7797508.12086912, 605157.413484247 7797484.2557268, 605137.87907911 7797461.87028329, 605117.55307292 7797438.61501684, 605100.945942508 7797419.58888955, 605084.165649365 7797400.28281924, 605070.436318612 7797384.59601225, 605054.975360557 7797367.05958174, 605035.160596714 7797345.26401816, 605020.631419064 7797330.1670911, 605004.881856459 7797314.52027596, 604993.370657822 7797303.56250638, 604982.873698033 7797293.87447835, 604967.726082061 7797280.49720126, 604952.61969531 7797267.94975526, 604936.152744251 7797254.71244967, 604916.01639248 7797239.13562029, 604892.903290918 7797221.50920809, 604867.885399324 7797202.46308488, 604857.899681882 7797195.00460303, 604850.420701105 7797189.3657508, 604829.533977503 7797173.57896416, 604814.707949459 7797162.43123324, 604801.737236381 7797152.62322964, 604766.774856566 7797126.07863271, 604755.106986887 7797117.20043984, 604736.891916837 7797103.34326043, 604729.899440874 7797098.03434105, 604720.152852916 7797090.7458246, 604719.888985899 7797090.59585513, 604710.604165221 7797083.54728984, 604700.577218557 7797075.98882835, 604690.715188779 7797068.3603811, 604679.484348848 7797059.832117, 604667.808233325 7797051.18387732, 604656.948456387 7797042.92555828, 604645.907270874 7797034.3073125, 604633.13445806 7797024.82924173, 604627.972559531 7797020.87004761))"
FAIXA_RODAGEM_RODOVIA.797,797,"MULTILINESTRING ((604600.818994264 7796987.17690576, 604592.36700386 7796980.92817767, 604583.436754488 7796973.91960424, 604552.259217204 7796950.34440291, 604526.284807672 7796930.57842621, 604498.405608107 7796909.57270187, 604469.825511777 7796887.84712405, 604440.956810896 7796865.99157268, 604411.395459095 7796843.56613731, 604384.365581492 7796823.22027865, 604356.140056467 7796801.8746235, 604327.543468448 7796780.14904568, 604302.360659968 7796761.04293467, 604293.092330979 7796753.99436939, 604280.888481421 7796744.72625588, 604268.71761524 7796735.5381261, 604252.803135749 7796723.5305702, 604242.833909995 7796715.68216772, 604226.383450624 7796702.90476853, 604217.18108839 7796695.57626022, 604205.043205586 7796685.39833191, 604197.085965841 7796678.35976459, 604186.3746141 7796668.57175691, 604177.081547578 7796659.69356404, 604168.588327953 7796651.07531826, 604161.01864289 7796642.92697683, 604151.8245265 7796632.51909533, 604143.892024287 7796623.25098182, 604135.646179991 7796613.17303316, 604128.843358446 7796604.20485861, 604120.25118869 7796592.26728847, 604113.275204415 7796582.09935812, 604107.478375875 7796573.06119781))"
FAIXA_RODAGEM_RODOVIA.798,798,"MULTILINESTRING ((604602.09710013 7796985.50724561, 604593.579142972 7796979.2085277, 604584.921006461 7796972.4199095, 604553.388897873 7796948.85470613, 604527.41448834 7796929.08872944, 604499.535288775 7796908.08300509, 604470.955192445 7796886.35742727, 604442.086491565 7796864.5018759, 604412.525139763 7796842.07644054, 604385.487016317 7796821.73058188, 604357.269737136 7796800.38492672, 604328.673149117 7796778.6593489, 604303.490340637 7796759.5532379, 604294.222011648 7796752.50467261, 604282.01816209 7796743.24655707, 604269.839050065 7796734.04842932, 604253.949308106 7796722.05087139, 604243.980082352 7796714.21246688, 604227.537868826 7796701.43506768, 604218.360244124 7796694.12655531, 604206.263590542 7796683.97862089, 604198.339334174 7796676.97004746, 604187.652719966 7796667.21203368, 604178.392636821 7796658.36383471, 604169.940646418 7796649.78558078, 604162.403944731 7796641.67723121, 604153.22632003 7796631.28934564, 604145.31855535 7796622.05122603, 604137.105694431 7796612.02326719, 604130.344102108 7796603.0950845, 604121.776669885 7796591.18750825, 604114.833668987 7796581.06956773, 604109.012102914 7796572.00141353))"
FAIXA_RODAGEM_RODOVIA.799,799,"MULTILINESTRING ((604209.586665793 7796671.82109552, 604211.293555563 7796673.72070886, 604213.618883654 7796676.02024079, 604220.965930922 7796682.56890783, 604230.522864461 7796690.60727165, 604239.890143581 7796697.96577384, 604253.446311604 7796708.41364721, 604269.665887334 7796720.76113392, 604289.093096496 7796735.46814035, 604300.389903182 7796744.16636985, 604313.11324093 7796753.61444672, 604328.293840279 7796765.3120657, 604342.023171032 7796775.55997977, 604357.723258572 7796787.3875723, 604370.595021518 7796797.2555637, 604381.660944563 7796805.58386849, 604391.918774868 7796813.30229743, 604414.462913173 7796830.48879917, 604424.547580747 7796838.06725659, 604444.213919393 7796853.00421622, 604457.4320078 7796863.08216488, 604473.016653519 7796874.68980218, 604486.713000895 7796885.26764909, 604500.796902953 7796895.80550414, 604514.59220046 7796906.23338158, 604525.806548703 7796914.8116355, 604539.568862833 7796925.35948851, 604550.923390428 7796934.01772615, 604564.355870787 7796944.06568092, 604579.519978447 7796955.45336299, 604592.218578663 7796965.02141544, 604593.917222588 7796966.36114275, 604599.375971512 7796970.42031651, 604604.66980355 7796974.39950656, 604608.289729196 7796977.12895099))"
FAIXA_RODAGEM_RODOVIA.800,800,"MULTILINESTRING ((605050.003116447 7797327.95754084, 605035.44095542 7797312.79062803, 605017.596948363 7797295.07423415, 605001.979319267 7797280.32723586, 604986.386427703 7797266.3400829, 604969.812280668 7797252.33293401, 604948.793623557 7797235.37638547, 604928.780959451 7797219.98951742, 604912.693317229 7797207.77200426, 604884.797625975 7797186.72628806, 604867.242223469 7797173.32901503, 604845.407227773 7797156.7123973, 604827.472516429 7797143.27513241, 604809.084283649 7797129.35796521, 604787.438942372 7797112.80133527, 604771.037958067 7797100.40385874, 604755.106986887 7797088.41629877, 604743.076300059 7797079.35814253, 604729.083102289 7797068.91026917))"
FAIXA_RODAGEM_RODOVIA.801,801,"MULTILINESTRING ((604609.831702079 7796978.29871289, 604615.504842955 7796982.53785002, 604622.06028917 7796987.41685692, 604627.964313686 7796991.87594928, 604632.565494803 7796995.37523701, 604639.673412587 7797000.97409738, 604647.160639208 7797006.55296182, 604653.468710094 7797011.38197888, 604660.568382033 7797016.7108942, 604668.74001373 7797022.92962839, 604677.208495822 7797029.49829136, 604685.058539592 7797035.30710899, 604697.427306036 7797044.86516348, 604702.020241309 7797048.08450819, 604708.155149465 7797052.73356189, 604717.613132873 7797057.88251383, 604725.652831062 7797062.32161027, 604735.218010445 7797067.66052355, 604739.555324545 7797069.5001491))"
FAIXA_RODAGEM_RODOVIA.802,802,"MULTILINESTRING ((602188.71988325 7796970.70025953, 602183.698164074 7796974.71944144, 602159.125548072 7796994.80535301, 602133.101663473 7797016.58092065, 602103.012577637 7797041.09593069, 602073.797551296 7797064.95107505, 602063.539720992 7797074.26917838, 602035.033837261 7797104.30306507, 602017.717564239 7797122.10944063, 601991.00102872 7797152.33328865, 601978.706474874 7797163.78095851, 601963.756759165 7797176.86829462, 601943.777078436 7797192.25516267, 601927.813123879 7797202.25312761, 601902.968395015 7797217.0601137, 601882.048688036 7797228.54777541, 601850.689742178 7797242.7548836, 601827.749803346 7797252.3929218, 601805.106714909 7797260.69123271, 601787.460608116 7797266.25010121, 601766.920209974 7797271.728986, 601753.743350789 7797274.18848538, 601750.725371777 7797274.70837956))"
FAIXA_RODAGEM_RODOVIA.803,803,"MULTILINESTRING ((603125.101469821 7796588.28809842, 603094.245520465 7796597.52621803, 603041.422641905 7796613.45297618, 603010.566692549 7796623.16100014))"
FAIXA_RODAGEM_RODOVIA.804,804,"MULTILINESTRING ((602567.789591384 7796756.86378533, 602589.987404229 7796750.12515695, 602619.466297587 7796740.84704549, 602652.746525166 7796730.8890724, 602686.364832361 7796720.78112985, 602713.435939185 7796712.3528454, 602744.778393354 7796702.79479091, 602777.415445078 7796692.39690737, 602814.678415452 7796681.29916629, 602844.998384929 7796672.36098563, 602884.561945861 7796660.79334019, 602928.297904007 7796647.5560346, 602963.821001235 7796636.73823653, 602969.123079117 7796635.63846039, 602975.126053765 7796634.45870053, 602983.206981175 7796633.29893659))"
FAIXA_RODAGEM_RODOVIA.805,805,"MULTILINESTRING ((602515.486201014 7796772.75055162, 602552.749171388 7796760.76299165))"
FAIXA_RODAGEM_RODOVIA.806,806,"MULTILINESTRING ((602237.700198369 7796901.44435637, 602214.916930579 7796919.88060372, 602209.27677308 7796924.4796676, 602198.375766921 7796934.30766714))"
FAIXA_RODAGEM_RODOVIA.807,807,"MULTILINESTRING ((601808.90804913 7797250.54329829, 601813.781343109 7797248.68367681, 601827.502428018 7797243.01483069, 601837.323228574 7797239.08563047, 601852.231715061 7797232.34700209, 601874.124431667 7797222.34903715, 601894.623600587 7797211.36127368, 601912.121282184 7797201.02337793, 601923.896347838 7797193.60488794, 601935.382808943 7797186.36636132, 601943.620407394 7797180.00765562, 601956.063386437 7797170.43960316, 601971.0790689 7797157.76218362, 601987.381103074 7797142.16535831, 601996.822594793 7797132.84725498, 602006.816558079 7797121.66953017, 602014.740814448 7797111.77154488, 602019.127603613 7797106.85254613, 602027.068351671 7797098.97414975, 602047.699454099 7797080.02800618, 602066.879287932 7797063.36139862, 602087.263015032 7797045.90495183, 602104.356650257 7797032.08776428, 602121.639939902 7797018.36055841, 602138.139874338 7797004.40339935, 602155.315968007 7796989.90635019, 602173.118745842 7796975.76922776, 602186.683159709 7796962.68189165, 602190.872048612 7796959.11261816, 602207.578129155 7796945.26543671, 602226.774454677 7796929.48864803, 602245.822355 7796913.79184307, 602262.817040095 7796899.65472064, 602278.475898413 7796887.29723597, 602290.605535372 7796877.6791937, 602302.026029722 7796869.03095402, 602314.213387592 7796860.04278354, 602327.225329891 7796851.17458863, 602341.358707015 7796841.90647513, 602355.739459467 7796832.84831889, 602367.168199661 7796825.92972715, 602378.522727257 7796819.66100313, 602391.592390466 7796812.55245006, 602404.645561987 7796805.77382983, 602415.925876984 7796799.9650122, 602427.775155237 7796794.43613758, 602442.477495617 7796787.76749496, 602458.070387181 7796781.5687567, 602474.694009282 7796775.25004286, 602490.336375911 7796769.71117028, 602507.487732047 7796764.16229973, 602526.733532634 7796758.11353094, 602544.594031379 7796752.63464615, 602563.542981572 7796746.7458448, 602587.266275611 7796739.76726527, 602608.037557393 7796733.55852904, 602629.790094646 7796727.01985997, 602656.852955626 7796718.63156738, 602683.511770235 7796710.59320357, 602710.013913802 7796702.79479091, 602738.148734541 7796694.45648815, 602767.43797348 7796685.6882729, 602796.182986696 7796677.17000676, 602826.915248387 7796667.60195431, 602852.535086615 7796659.86352945, 602879.177409536 7796651.89515139, 602902.364723696 7796644.81659221, 602929.114242593 7796636.59826502, 602950.223603991 7796630.28954915, 602974.573582197 7796622.87105916, 602998.874085337 7796615.36258748, 603021.45120702 7796608.67394894, 603044.217983121 7796601.83534092, 603068.526732106 7796594.47683872, 603091.870717308 7796587.44826936, 603118.488302696 7796579.53987909, 603145.171854838 7796571.53150917, 603173.463346617 7796563.10322473, 603201.903263595 7796554.32501151, 603213.340249633 7796550.40580925, 603213.430953921 7796550.37581535, 603216.910700213 7796549.336027, 603263.235853469 7796535.85877026, 603314.541496679 7796520.63186965, 603354.748233466 7796508.44435038, 603400.644602818 7796494.66715469, 603444.43003603 7796481.44984504, 603500.452302177 7796464.54328632, 603549.341913009 7796449.64631855, 603593.630342723 7796436.21905163, 603638.042460101 7796422.6518132, 603689.900574879 7796407.05498789, 603741.940098231 7796391.29819514, 603778.419713397 7796380.40041336, 603790.74725062 7796377.20106457, 603798.589048545 7796375.82134541, 603808.912845604 7796374.5416059))"
FAIXA_RODAGEM_RODOVIA.808,808,"MULTILINESTRING ((603815.707421304 7796368.02293276, 603806.933842973 7796369.01273128, 603799.586795705 7796370.08251353, 603792.775728317 7796371.4622327, 603776.869494669 7796375.40143088, 603740.431108725 7796386.27921674, 603688.391585373 7796402.04600746, 603636.756108391 7796417.81279817, 603592.195565815 7796431.48001625, 603547.791694281 7796445.02725875, 603498.95980436 7796459.89423262, 603442.987013278 7796476.76079948, 603398.797533696 7796490.12807861, 603353.23924396 7796503.83528854, 603312.991277951 7796515.90283223, 603262.081435267 7796531.31969417, 603216.910700213 7796545.43682067, 603212.91146573 7796546.6265785, 603185.807375529 7796554.84490568, 603165.299960764 7796560.77369889, 603145.254313281 7796567.05242088, 603128.201907276 7796571.99141556, 603108.741714738 7796577.96020063, 603089.199063756 7796583.80901012, 603069.953263169 7796589.64782165, 603050.534299852 7796595.59661079, 603027.30575647 7796602.47521067, 603002.914549042 7796609.71373729, 602979.760218259 7796616.66232293, 602958.568398418 7796623.200992, 602937.376578577 7796629.7896509, 602915.747728989 7796636.12836067, 602894.555909148 7796642.5370562, 602873.759889833 7796648.84577208, 602852.510349082 7796655.42443301, 602832.373997311 7796661.38322012, 602809.186683151 7796668.40179151, 602786.873428486 7796675.03044227, 602763.232592889 7796682.33895464, 602737.950834277 7796690.09737543, 602715.266516619 7796696.92598549, 602692.672903248 7796703.71460369, 602670.458598714 7796710.37324834, 602647.353742997 7796717.44180955, 602625.642434965 7796724.10045421, 602603.419884587 7796731.09902967, 602581.081892389 7796737.97762955, 602554.695190642 7796745.62607273, 602528.110588631 7796753.7044284, 602504.568703166 7796761.21290008, 602478.346918305 7796770.02110719, 602459.257788759 7796777.3196216, 602438.131935673 7796786.31779005, 602419.710719516 7796794.84605415, 602399.294009039 7796804.87401298, 602380.683138462 7796814.37207968, 602360.85188293 7796825.23986757, 602342.999630029 7796836.56756185, 602322.170627338 7796850.34475754, 602303.056760259 7796864.07196341, 602281.864940419 7796880.21867679, 602263.353019974 7796894.38579312, 602246.185172149 7796908.44293183, 602224.374913986 7796926.55924431, 602202.614130889 7796944.57557713))"
FAIXA_RODAGEM_RODOVIA.809,809,"MULTILINESTRING ((602254.290837092 7796885.99750053, 602292.840159177 7796856.92341848, 602324.726839069 7796832.68835145, 602355.244708809 7796815.30189042, 602380.782088594 7796801.33473339, 602418.877889242 7796782.38858982, 602443.796830704 7796771.11088537))"
FAIXA_RODAGEM_RODOVIA.810,810,"MULTILINESTRING ((603218.840227779 7796534.60902464, 603209.167852419 7796537.49843651, 603175.48357847 7796547.93631191, 603141.766321144 7796558.07424836, 603112.881128574 7796566.78247583, 603069.524479266 7796579.89980583, 603039.221001478 7796587.74820831, 602996.466298803 7796601.09549151, 602943.486749201 7796617.31219065, 602890.136136605 7796634.37871681, 602834.534408517 7796650.41545258, 602767.297794127 7796671.3711871, 602720.016122933 7796685.04840314, 602685.729902351 7796695.80621342, 602660.349193607 7796703.36467491, 602632.610173395 7796712.36284336, 602616.390597665 7796717.02189503, 602566.231126812 7796731.78888925, 602524.408204542 7796744.32633729, 602477.571808941 7796759.08333354, 602469.045605939 7796762.0327332))"
FAIXA_RODAGEM_RODOVIA.811,811,"MULTILINESTRING ((602203.752057402 7796962.80186722, 602219.081081948 7796949.52456978, 602230.996326956 7796939.22666589, 602246.251138904 7796927.00915273, 602251.916033935 7796921.60025369))"
FAIXA_RODAGEM_RODOVIA.812,812,"MULTILINESTRING ((603699.539966861 7796386.3192086, 603711.933470838 7796382.87990866, 603743.391366828 7796374.7415652, 603772.293051085 7796366.85317086, 603786.764507825 7796363.72380783, 603794.779468481 7796362.21411512, 603804.822906833 7796359.99456691, 603816.911314571 7796357.685037))"
FAIXA_RODAGEM_RODOVIA.813,813,"MULTILINESTRING ((603154.704050844 7796580.37970815, 603159.387690404 7796578.49009277, 603194.564462171 7796567.86225604, 603234.762953114 7796555.85470014, 603263.549195552 7796546.57658868))"
FAIXA_RODAGEM_RODOVIA.814,814,"MULTILINESTRING ((603269.824283061 7796544.8869326, 603334.785044425 7796525.1509498))"
FAIXA_RODAGEM_RODOVIA.815,815,"MULTILINESTRING ((603339.526404896 7796523.89120622, 603360.215228234 7796517.01260634, 603445.048474352 7796491.53779166, 603479.4583826 7796481.14990609, 603538.713019711 7796463.25354884, 603566.823102916 7796454.67529492, 603600.713522973 7796444.67732997, 603635.18115213 7796434.33943422))"
FAIXA_RODAGEM_RODOVIA.816,816,"MULTILINESTRING ((603703.555693033 7796413.46368342, 603658.294253692 7796427.5308201))"
FAIXA_RODAGEM_RODOVIA.817,817,"MULTILINESTRING ((603713.351756057 7796411.11416166, 603747.382355467 7796400.29636359))"
FAIXA_RODAGEM_RODOVIA.818,818,"MULTILINESTRING ((604594.494431689 7796995.47521666, 604586.520700254 7796989.2164906, 604576.064969687 7796981.39808202, 604547.089072831 7796960.2123943, 604514.699396436 7796935.69738426, 604484.140297475 7796912.41212391, 604456.393031418 7796891.26642806, 604422.774724223 7796865.91158896, 604396.379776632 7796845.87566721, 604363.800445818 7796821.19069177, 604338.015690704 7796801.65466827, 604317.475292563 7796786.08783686, 604293.628310859 7796767.94153048, 604277.812781499 7796756.0139583))"
FAIXA_RODAGEM_RODOVIA.819,819,"MULTILINESTRING ((604248.935834774 7796733.52853515, 604231.858691237 7796720.64115834, 604209.199111111 7796703.00474818, 604193.540252793 7796689.62747108, 604183.356635088 7796680.33936165, 604167.04635507 7796664.96249157, 604157.695567638 7796655.05450831, 604144.972229889 7796641.40728616, 604125.429578908 7796617.75210111, 604117.810418778 7796607.48419111, 604109.275969932 7796595.49663114, 604102.456656699 7796585.56865196, 604098.556372347 7796579.21994422))"
FAIXA_RODAGEM_RODOVIA.820,820,"MULTILINESTRING ((604097.533887654 7796577.36032274, 604085.396004851 7796557.25441523, 604077.0841938 7796542.35744747, 604072.293358264 7796533.03934414, 604066.010024911 7796520.1319714, 604059.899854287 7796506.17481234, 604055.892373959 7796497.13665203, 604050.400641658 7796483.00952757, 604046.665274192 7796473.02156059, 604041.989880476 7796460.04420209, 604038.205037944 7796448.4065709, 604031.896967058 7796428.95053112, 604026.916477103 7796413.42369156, 604021.738086885 7796396.82706976, 604019.346792039 7796386.83910278, 604017.796573312 7796378.66076745, 604016.518467446 7796371.09230799))"
FAIXA_RODAGEM_RODOVIA.821,821,"MULTILINESTRING ((604210.015449697 7796677.85986634, 604200.318336805 7796669.52156358, 604190.662453134 7796660.41341752, 604182.581525724 7796652.72498248, 604175.028332349 7796645.07653929, 604167.087584292 7796636.56827113, 604157.308012956 7796625.48052801, 604149.697098671 7796616.57234124, 604140.445261371 7796605.0346897, 604133.551735539 7796595.77657416, 604124.101997976 7796582.45928486, 604114.520326904 7796568.19218888))"
FAIXA_RODAGEM_RODOVIA.822,822,"MULTILINESTRING ((604113.349417014 7796566.43254705, 604107.057837816 7796555.76471846, 604093.01516498 7796530.60983866, 604081.330803613 7796506.7846882, 604073.258122047 7796487.83854463, 604065.3750949 7796467.15275517, 604058.283668805 7796446.60693721, 604050.67275452 7796423.4816443, 604043.284478031 7796400.32635749, 604033.735790336 7796370.24248097))"
FAIXA_RODAGEM_RODOVIA.823,823,"MULTILINESTRING ((604106.274482608 7796571.34154784, 604099.611840417 7796560.45376402, 604093.89747032 7796550.74574006, 604089.354010113 7796542.5474088, 604083.334543776 7796531.28970028, 604079.071442275 7796522.61146671, 604074.997995193 7796513.91323721, 604071.11420253 7796505.11502806, 604067.271639088 7796496.26682908, 604064.385593584 7796489.28824955, 604062.019036271 7796483.16949501, 604058.159981141 7796473.1315382, 604055.579031876 7796465.91300751, 604051.596289081 7796454.51532748, 604048.166017854 7796444.28740934, 604043.160790366 7796428.86054943, 604036.275510379 7796407.47490242, 604029.786030918 7796387.14903969, 604024.632378233 7796370.6923894))"
FAIXA_RODAGEM_RODOVIA.824,824,"MULTILINESTRING ((604107.948389 7796570.19178187, 604101.351713563 7796559.4039777, 604095.662080999 7796549.7359456, 604091.143358325 7796541.5776062, 604085.148629522 7796530.35988954, 604080.902019709 7796521.73164579, 604076.85331016 7796513.06341019, 604072.977763341 7796504.3051929, 604069.143445743 7796495.46699189, 604066.273891928 7796488.52840421, 604063.915580459 7796482.43964357, 604060.064771173 7796472.42168269, 604057.500313597 7796465.2331459, 604053.525816646 7796453.86545976, 604050.103791263 7796443.64753958, 604045.098563776 7796428.23067764, 604038.213283789 7796406.85502859, 604031.723804328 7796386.52916587, 604026.726822684 7796370.59240974))"
FAIXA_RODAGEM_RODOVIA.825,825,"MULTILINESTRING ((603855.4688825 7795259.71852491, 603856.75523421 7795288.36269447, 603858.239486183 7795319.00645702, 603859.905146731 7795356.16889272, 603861.678003254 7795394.57107606, 603863.12927185 7795425.674745, 603864.770194865 7795459.22791535, 603866.204971773 7795486.75231284, 603868.010811674 7795521.86516572, 603868.266432847 7795525.77437001, 603869.86612664 7795555.438332, 603871.737933296 7795592.09087148, 603872.793401366 7795611.53691329, 603873.939573723 7795633.08252775, 603874.533274512 7795644.21026273, 603875.209433744 7795656.98766193, 603876.594735586 7795682.88239113, 603877.48528677 7795701.11867919, 603878.078987559 7795713.07624526, 603879.109718096 7795735.2517315, 603880.132202789 7795758.30703866, 603880.973278907 7795780.61249845, 603881.781371648 7795799.98855451, 603882.391564126 7795816.105274, 603883.084215047 7795832.91185307, 603883.884061944 7795848.00878013, 603884.617942086 7795860.28628108, 603885.368313917 7795871.12407508, 603886.044473149 7795880.04225981, 603886.588698873 7795886.05103674, 603887.273103949 7795892.37974855, 603887.875050583 7795897.92861909, 603888.534718127 7795903.80742248, 603889.177893982 7795908.78640902, 603889.812823993 7795913.99534876, 603890.604425045 7795919.97413179, 603891.445501163 7795925.50300641, 603892.006218575 7795929.15226361, 603896.04668228 7795951.49771526, 603900.656109242 7795973.49323813, 603905.422207245 7795993.54915581, 603911.565361246 7796016.57446907, 603920.264726978 7796044.95869155, 603930.110265067 7796076.13234624, 603941.09372967 7796110.58533343, 603951.788589722 7796143.80857094, 603961.197098063 7796173.51252479, 603971.36422408 7796205.10609401, 603981.704512828 7796236.89962253, 603990.238961674 7796263.41422555, 604001.865602132 7796299.80681795, 604017.862540066 7796349.91661824))"
FAIXA_RODAGEM_RODOVIA.826,826,"MULTILINESTRING ((604019.816805164 7796349.82663656, 604003.663196188 7796299.23693395, 603992.036555731 7796262.83434359, 603983.49386104 7796236.31974056, 603973.161818137 7796204.52621204, 603962.99469212 7796172.93264282, 603953.586183778 7796143.22868897, 603942.891323726 7796110.00545147, 603931.907859124 7796075.56246224, 603922.062321034 7796044.39880551, 603913.379446991 7796016.0545749, 603907.252784679 7795993.07925146, 603902.49493252 7795973.07332361, 603897.893751403 7795951.14778648, 603894.694363816 7795929.8121293, 603894.488217708 7795928.37242234, 603894.150138092 7795925.9329189, 603893.770829255 7795923.51341138, 603893.35853704 7795921.0839059, 603892.987474047 7795918.19449403, 603892.624656898 7795915.54503332, 603892.270085593 7795912.99555226, 603891.890776755 7795910.45606917, 603891.494976229 7795907.35670003, 603891.07443817 7795904.59726171, 603890.695129332 7795901.39791293, 603890.233362052 7795897.39872695, 603889.895282435 7795893.94942905, 603889.474744376 7795889.84026545, 603889.037714629 7795885.51114663, 603888.509980594 7795880.17223335, 603888.097688379 7795874.70334653, 603887.718379541 7795869.34443732, 603887.322579015 7795862.86575604, 603886.96800771 7795857.73680002, 603886.687649004 7795852.70782365, 603886.349569388 7795847.79882287, 603885.887802108 7795841.33013955, 603885.665164312 7795834.61150711, 603885.351822228 7795829.0226447, 603885.005496768 7795822.30401226, 603884.782858972 7795815.45540628, 603884.16442065 7795801.91816174, 603883.45527804 7795780.17258799, 603882.597710233 7795758.0970814, 603880.635199291 7795717.58532745, 603879.365339269 7795689.96095031, 603877.674941189 7795656.84769042, 603877.023519489 7795644.00030547, 603876.462802077 7795632.9825481, 603874.805387374 7795600.24921087, 603872.892351497 7795564.45649638, 603870.764923669 7795528.02391212, 603869.387867671 7795494.56072346, 603867.837648944 7795465.58662105, 603866.757443341 7795444.68087636, 603865.603025139 7795421.30563432, 603864.357902651 7795396.81062021, 603863.244713671 7795373.30540463, 603861.867657673 7795345.68102749, 603860.72973116 7795322.6357183, 603859.633033869 7795298.23068587, 603857.480868508 7795259.82850252))"
FAIXA_RODAGEM_RODOVIA.888,888,"MULTILINESTRING ((610770.104075395 7792921.87438632, 610755.121376309 7792903.65809419, 610749.794560894 7792897.17941291, 610731.68668682 7792874.44404063, 610728.314136503 7792869.40506629, 610719.573541549 7792854.62807411, 610714.58480575 7792845.51992805, 610712.292461036 7792841.97065049, 610710.701013086 7792839.51115111, 610704.912430391 7792831.70274049, 610699.923694592 7792824.69416707, 610692.436467971 7792816.1858989, 610674.270872986 7792795.45011961, 610673.677172197 7792793.95042487, 610673.784368173 7792791.95083188))"
FAIXA_RODAGEM_RODOVIA.889,889,"MULTILINESTRING ((610630.427718864 7792750.30930789, 610630.427718864 7792750.70922649, 610631.227565761 7792751.90898228, 610653.878900042 7792778.04366264, 610655.478593836 7792778.75351815, 610657.482334 7792779.4533757, 610658.579031291 7792779.35339605))"
FAIXA_RODAGEM_RODOVIA.890,890,"MULTILINESTRING ((610551.317088688 7792662.08726523, 610563.421988115 7792675.77447924, 610572.442941775 7792685.83243197, 610580.292985544 7792694.09075102, 610584.259236651 7792698.41986984, 610598.565776505 7792714.01669515, 610605.269647917 7792720.74532556, 610608.40306875 7792723.48476795))"
FAIXA_RODAGEM_RODOVIA.891,891,"MULTILINESTRING ((610724.751931767 7792907.09739413, 610699.066126785 7792881.41262219, 610684.784324464 7792868.9751538, 610679.276100474 7792864.38608789, 610674.122447789 7792859.60706065, 610667.946310411 7792853.26835088, 610662.075269273 7792846.61970419, 610655.998082026 7792839.10123455, 610650.489858037 7792832.2726245, 610644.932158981 7792825.10408363, 610638.706546538 7792815.94594774, 610629.504184303 7792801.35891689, 610621.629403 7792789.04142408, 610616.632421357 7792781.75290764, 610610.637692554 7792773.4645947, 610604.535767775 7792765.40623496, 610584.704512243 7792742.5508871, 610548.604205915 7792700.00954626, 610523.487364189 7792670.54554357, 610501.842022912 7792645.10072279))"
FAIXA_RODAGEM_RODOVIA.892,892,"MULTILINESTRING ((610963.444386605 7792157.31001118, 610964.837934291 7792153.60076619, 610966.470611461 7792153.84071735, 610967.534325375 7792151.29123629, 610968.977348127 7792147.96191396, 610969.991586976 7792145.19247767, 610971.954097918 7792139.80357457, 610973.199220407 7792135.50444964, 610973.5702834 7792134.6046328, 610975.178223038 7792131.62523924, 610979.655716491 7792123.20695276, 610980.01853364 7792122.9969955, 610980.983297422 7792122.65706469, 610981.42032717 7792122.28713999, 610981.494539769 7792122.01719493, 610981.453310547 7792116.52831218, 610981.519277302 7792114.70868256, 610981.36260626 7792106.97025769, 610980.727676249 7792098.54197325, 610979.523782982 7792090.98351175, 610978.270414649 7792084.25488134, 610976.340887084 7792076.67642391, 610974.642243159 7792071.13755134, 610971.789181032 7792063.52910001, 610969.199985923 7792056.97043501, 610965.959369115 7792050.43176594, 610962.842439971 7792044.56296052, 610958.876188865 7792038.15426499, 610955.553113613 7792033.28525606, 610951.347733022 7792028.0263265, 610948.38747492 7792024.28708761, 610942.35976274 7792017.73842057, 610937.041193169 7792012.67945031, 610930.180650714 7792005.32094811, 610929.727129278 7792004.91103155, 610918.86735234 7791996.33277763, 610910.55554129 7791990.64393558, 610896.331459879 7791982.45560229, 610884.020414345 7791975.95692508, 610875.708603295 7791972.09771061, 610867.231875358 7791968.72839642, 610857.559499999 7791965.42906799, 610832.055103591 7791956.90080389, 610828.459915478 7791955.75103793, 610820.53565911 7791953.2215528, 610803.747120123 7791947.49271888, 610788.550029085 7791942.7536835, 610775.554578475 7791938.53454229, 610755.121376309 7791931.89589357, 610752.870260816 7791931.16604213, 610723.861380583 7791921.82794287, 610698.249788199 7791913.55962587, 610684.932749661 7791908.96056199, 610662.635986685 7791902.44188885, 610636.546135332 7791894.97340904, 610618.570194767 7791889.78446523, 610603.7771501 7791885.44534845, 610600.247928741 7791884.20560079, 610599.101756384 7791883.79568423, 610596.026056461 7791882.42596303))"
