FID,ID_OBRART,TIPO_OBRA_DE_ARTE,DENOMINACAO,GEOMETRIA
LOGRADOURO_OBRA_DE_ARTE.264,264,PASSARELA,,"MULTIPOLYGON (((604262.923675202 7795406.29153915, 604251.709268133 7795420.44873473, 604242.729496597 7795431.84647692, 604238.738486935 7795436.25560357, 604236.874916303 7795438.27520354, 604234.739231224 7795439.48496406, 604232.892152157 7795439.94487316, 604230.946122366 7795440.00486153, 604229.156764431 7795439.79490339, 604227.284947527 7795439.01505821, 604224.52257445 7795437.03545095, 604222.345659492 7795435.06584162, 604222.123020459 7795434.83588723, 604218.090780196 7795430.78669034, 604214.660489909 7795427.32737643, 604214.380129647 7795427.04743196, 604213.497819403 7795426.1376124, 604212.895869424 7795425.51773535, 604209.102759965 7795421.63850473, 604205.548781319 7795417.9892285, 604204.93858545 7795417.36935145, 604204.287160129 7795416.69948431, 604202.604998545 7795414.97982538, 604200.568263687 7795412.94022989, 604196.164958377 7795408.55110043, 604193.493289987 7795405.90162592, 604192.132718096 7795404.35193325, 604191.299883164 7795403.29214342, 604190.846359156 7795402.45230994, 604190.590736479 7795401.58248236, 604190.38458915 7795400.822633, 604190.24440891 7795399.88281928, 604190.236162871 7795398.79303529, 604190.31037574 7795397.82322749, 604190.516522806 7795396.66345733, 604190.640211025 7795395.82362376, 604190.879341707 7795395.10376641, 604191.646209179 7795393.61406156, 604192.660453349 7795392.34431309, 604194.062254295 7795391.02457447, 604199.281901348 7795386.1555388, 604211.881618135 7795374.68780999, 604229.123769706 7795358.05110503, 604231.679995685 7795360.96052804, 604214.347139298 7795377.31728849, 604201.02178444 7795389.93478952, 604196.684447371 7795393.82401927, 604195.505285393 7795394.89380739, 604194.837368516 7795395.84361924, 604194.581746063 7795396.61346668, 604194.433320145 7795397.22334583, 604194.284894228 7795397.853221, 604194.227173119 7795398.67305852, 604194.194189648 7795399.30293368, 604194.251910939 7795399.79283658, 604194.301386336 7795400.26274344, 604194.482795981 7795400.90261658, 604194.845615172 7795401.46250557, 604195.101237782 7795401.83243221, 604196.437071975 7795403.14217244, 604198.828380084 7795405.40172427, 604203.586258653 7795410.02080811, 604206.422844839 7795412.78026081, 604211.980574819 7795418.72908099, 604213.126753555 7795419.9588371, 604215.559291157 7795422.55832154, 604216.293175381 7795423.32816886, 604217.018813717 7795424.10801419, 604218.04954999 7795425.19779806, 604220.754201968 7795428.09722302, 604224.827671718 7795432.46635651, 604224.877147057 7795432.50634857, 604226.361407254 7795433.8260868, 604228.224978377 7795435.40577344, 604229.272206378 7795436.14562666, 604230.896646591 7795436.7755016, 604231.770710839 7795436.8954777, 604232.694250409 7795436.92547163, 604233.485855708 7795436.61553295, 604234.170264443 7795436.24560618, 604234.953623815 7795435.65572299, 604236.437883629 7795434.18601408, 604239.98361525 7795429.51693901, 604248.889173799 7795418.22917503, 604260.103580867 7795404.05198342, 604262.923675202 7795406.29153915)))"
LOGRADOURO_OBRA_DE_ARTE.265,265,PASSARELA,,"MULTIPOLYGON (((605959.63912846 7796187.40648875, 605955.103889128 7796184.58704819, 605939.115109008 7796174.62902409, 605911.458394936 7796157.16248977, 605911.062592243 7796157.00252154, 605910.468888234 7796156.99252361, 605909.974134925 7796157.20248206, 605909.405168636 7796157.57240882, 605909.174283783 7796157.84235534, 605907.821958177 7796159.19208802, 605904.383422174 7796157.05251256, 605906.172779789 7796154.9329324, 605906.75823784 7796154.45302745, 605907.599318447 7796153.9531264, 605908.844447626 7796153.54320748, 605909.908167282 7796153.37324102, 605911.244001296 7796153.37324083, 605912.357196329 7796153.52321095, 605913.43740786 7796154.05310578, 605950.477944412 7796177.40847162, 605955.103888505 7796180.09793793, 605958.105392338 7796181.84759073, 605961.502698912 7796184.10714243, 605959.63912846 7796187.40648875)))"
LOGRADOURO_OBRA_DE_ARTE.266,266,PASSARELA,,"MULTIPOLYGON (((603717.441410484 7793808.16836345, 603718.694785569 7793807.89841678, 603777.718856615 7793792.43147434, 603778.592921215 7793795.15093522, 603719.27199814 7793810.43791337, 603718.587589383 7793810.62787581, 603715.520118714 7793810.80784056, 603714.72026747 7793810.68786444, 603701.328943451 7793808.08838149, 603700.529092163 7793807.6484688, 603700.133289426 7793807.15856595, 603699.8859126 7793806.00879387, 603699.927141909 7793805.00899203, 603700.19925612 7793804.09917232, 603700.834189445 7793803.17935454, 603701.535089955 7793802.78943173, 603702.095810386 7793802.65945741, 603702.598809604 7793802.60946726, 603717.128066288 7793805.12896591, 603718.290736864 7793806.82862888, 603718.406179462 7793807.95840493, 603717.441410484 7793808.16836345), (603715.97364225 7793808.17836167, 603715.940658669 7793807.98839933, 603715.86644564 7793807.78843896, 603715.635560725 7793807.60847466, 603702.458629872 7793805.3989144, 603702.359679246 7793805.70885298, 603715.652052581 7793808.17836172, 603715.97364225 7793808.17836167)))"
LOGRADOURO_OBRA_DE_ARTE.267,267,PASSARELA,,"MULTIPOLYGON (((602912.230412405 7794242.09246786, 602911.018264448 7794225.18581895, 602910.737904105 7794224.31599139, 602909.863839748 7794223.37617778, 602909.162939141 7794223.03624525, 602908.000268764 7794222.78629495, 602906.318107441 7794222.96625951, 602869.871278649 7794226.06565011, 602867.867527603 7794225.84569398, 602866.366775754 7794225.41577939, 602864.28056571 7794224.40597982, 602862.227339119 7794222.63633085, 602861.031684964 7794220.72670949, 602860.4132431 7794219.30699097, 602851.52417133 7794193.58209089, 602841.868231754 7794166.85738907, 602836.425943054 7794152.13030874, 602839.328495927 7794151.8303678, 602852.233316959 7794187.48329958, 602861.476961964 7794213.28818376, 602863.91774601 7794220.0668399, 602864.791810409 7794221.32659009, 602865.847284317 7794222.21641358, 602867.587166991 7794222.97626275, 602868.980722255 7794223.20621698, 602871.899766922 7794223.00625622, 602907.992022501 7794220.01684386, 602909.212414088 7794220.17681199, 602910.680182415 7794220.85667704, 602911.727410411 7794221.57653423, 602912.411819297 7794222.33638353, 602913.087982324 7794223.31618924, 602913.706424145 7794224.41597117, 602915.182440618 7794241.83251898, 602912.230412405 7794242.09246786)))"
LOGRADOURO_OBRA_DE_ARTE.407,407,VIADUTO,VIADUTO PEDRO NAVA,"MULTIPOLYGON (((611659.37938304 7798784.6809033, 611635.77140144 7798775.39274763, 611608.44452355 7798763.71506609, 611577.23383192 7798751.94740295, 611548.74428392 7798741.88940056, 611518.34168956 7798731.09154509, 611496.05305036 7798722.86317918, 611499.78843653 7798712.215289, 611527.69252639 7798722.1233212, 611551.30050779 7798730.11173448, 611576.3267822 7798738.71002667, 611592.752594 7798744.7988175, 611608.58470183 7798751.14755689, 611625.49702123 7798758.28613958, 611646.25192512 7798766.83444232, 611658.34039911 7798771.57350128, 611673.0840494 7798776.67248853, 611692.89067579 7798783.41115005, 611720.48142185 7798793.14921598, 611744.21309168 7798801.70751628, 611768.99198944 7798810.43578276, 611790.54674442 7798818.01427758, 611805.69444333 7798823.43320135, 611823.02730282 7798828.84212679, 611839.50258981 7798833.87112765, 611851.78071903 7798837.17047194, 611866.52436916 7798841.11968706, 611877.57386091 7798844.32904936, 611892.79577275 7798849.26806823, 611917.19535965 7798858.27627927, 611937.36480517 7798865.03493677, 611955.11820512 7798871.22370759, 611955.74489272 7798871.4436639, 611973.46530909 7798877.48246444, 611979.0807598 7798879.51206136, 611996.5620454 7798885.60085203, 611994.204029104 7798897.18442059, 611976.54102767 7798890.99978492, 611967.06650072 7798887.73043427, 611955.11820693 7798883.56126234, 611945.97351555 7798880.3718958, 611924.18787567 7798872.85338913, 611904.66160948 7798865.94476125, 611887.04014374 7798859.65601023, 611868.6435645 7798853.86716025, 611854.43589715 7798849.887951, 611840.7807044 7798846.12869807, 611829.84665513 7798843.09930008, 611817.40360804 7798839.26006282, 611796.10447572 7798832.4014253, 611659.37938304 7798784.6809033)))"
LOGRADOURO_OBRA_DE_ARTE.408,408,VIADUTO,VIADUTO MURILO RUBIAO,"MULTIPOLYGON (((612263.308425311 7799675.82419458, 612271.793445602 7799679.14353546, 612273.013838279 7799686.64204911, 612274.275460307 7799693.48069355, 612275.0753124 7799699.31953621, 612275.817443258 7799705.0683967, 612276.394656385 7799711.15718985, 612276.872918838 7799717.20599095, 612277.02134576 7799723.45475246, 612277.169772454 7799728.1538211, 612277.23574037 7799733.62273719, 612276.930643585 7799741.16124314, 612276.37817016 7799748.89970951, 612275.759729419 7799755.26844734, 612275.248485152 7799761.05730011, 612274.910404338 7799765.37644412, 612274.753733062 7799769.55561586, 612274.852684416 7799774.22469046, 612275.248487858 7799779.45365405, 612276.02360217 7799784.50265326, 612276.955388297 7799789.0417535, 612278.489124492 7799794.73062577, 612280.006368695 7799798.96978536, 612282.232759496 7799804.16875463, 612285.102329649 7799809.4177139, 612287.798736023 7799813.92681983, 612290.214782002 7799817.29615169, 612294.164563577 7799822.28516231, 612298.130836805 7799826.41434335, 612303.465927658 7799830.86346078, 612309.592623854 7799835.30258007, 612315.438959668 7799838.67191142, 612319.273298321 7799840.4315621, 612324.212586153 7799842.52114724, 612333.835539134 7799845.86048398, 612362.127185606 7799854.2488173, 612360.626434567 7799859.42779108, 612339.698367398 7799853.79890977, 612334.140638033 7799852.68913054, 612321.557411082 7799850.62954059, 612321.318280251 7799850.29960601, 612320.559658391 7799849.81970125, 612314.968945311 7799847.63013603, 612310.722312168 7799845.62053494, 612305.230549603 7799842.38117777, 612300.51390058 7799838.97185418, 612297.174315127 7799836.26239167, 612293.47191048 7799833.02303422, 612287.609082496 7799826.98423195, 612283.123318035 7799821.32535416, 612278.637553428 7799814.66667453, 612275.982376449 7799809.80763796, 612273.17877331 7799803.88881145, 612271.142037902 7799798.31991548, 612268.635286269 7799789.00176265, 612267.505598443 7799782.00314989, 612266.870664068 7799775.75438845, 612266.771712479 7799769.49562892, 612267.530332381 7799756.65817313, 612268.519837329 7799744.87050923, 612268.775458978 7799738.67173774, 612268.998096771 7799730.44336853, 612269.171259197 7799721.99504292, 612268.51158643 7799710.80726037, 612267.274701543 7799700.38932532, 612264.817424298 7799684.63244861, 612263.308425311 7799675.82419458)))"
LOGRADOURO_OBRA_DE_ARTE.409,409,VIADUTO,VIADUTO FRANCA JUNIOR,"MULTIPOLYGON (((612360.626434567 7799859.42779108, 612359.133929415 7799864.60676486, 612348.323568481 7799861.7073411, 612345.107671645 7799860.91749811, 612342.139151527 7799860.44759168, 612334.033442491 7799859.58776328, 612327.692353831 7799859.56776818, 612315.529667569 7799859.88770656, 612301.973426051 7799860.12766101, 612287.139071708 7799860.19764931, 612256.266463328 7799861.01749137, 612234.027300658 7799861.17746293, 612222.433580665 7799860.9975003, 612215.589492689 7799860.40761821, 612208.316618418 7799859.36782536, 612191.239381626 7799855.098674, 612194.199654678 7799847.58016368, 612204.671934123 7799850.19964298, 612210.279138844 7799851.45939248, 612215.638966806 7799852.12925893, 612221.254417288 7799852.51918083, 612238.809915055 7799852.77912672, 612291.426932777 7799851.87929733, 612320.452462077 7799851.4693743, 612321.070903737 7799851.36939403, 612321.425476916 7799851.02946135, 612321.557411082 7799850.62954059, 612334.140638033 7799852.68913054, 612339.698367398 7799853.79890977, 612360.626434567 7799859.42779108)))"
LOGRADOURO_OBRA_DE_ARTE.410,410,VIADUTO,VIADUTO HENRIQUETA LISBOA,"MULTIPOLYGON (((612175.11348391 7801920.80263036, 612181.198917 7801922.81222131, 612186.78135468 7801926.44153274, 612192.28957867 7801930.21076552, 612195.78581665 7801933.16016518, 612200.72507738 7801938.41909474, 612204.24756352 7801942.66319513, 612206.07663033 7801945.80759083, 612208.40195842 7801950.30667506, 612210.39745274 7801955.01571655, 612213.03612292 7801964.57377103, 612218.99786834 7801983.21997565, 612211.1148412 7801984.87963783, 612204.95519551 7801962.31423096, 612202.41547438 7801954.64574169, 612200.11488382 7801949.10686911, 612198.52343587 7801947.28723949, 612193.35329149 7801940.8985399, 612187.9934927 7801935.8495676, 612184.76936758 7801933.3400784, 612179.44255217 7801930.07074386, 612176.07000185 7801928.48106744, 612173.71993623 7801927.70122617, 612169.98456876 7801926.47147648, 612164.02282333 7801925.32171051, 612157.99511115 7801924.65184686, 612149.35346633 7801925.20173493, 612134.01619594 7801928.67102877, 612127.69163337 7801929.52085579, 612119.78386869 7801930.19071944, 612111.88434985 7801929.53085375, 612106.0298004 7801928.97096772, 612099.00434106 7801927.53126077, 612094.8979106 7801926.43148462, 612089.72776623 7801924.50187739, 612072.18060957 7801917.15337315, 612029.64029884 7801899.62694061, 612032.32019824 7801891.9585015, 612045.40635314 7801897.43738629, 612060.80134444 7801903.70611031, 612076.3200234 7801910.39474885, 612086.42942851 7801914.45392262, 612097.29745129 7801918.6530679, 612102.10477851 7801920.1927545, 612110.49904801 7801921.80242685, 612119.10770945 7801922.25233528, 612128.68113468 7801921.86241464, 612132.75458176 7801921.07257541, 612139.08739018 7801919.25294579, 612144.31525547 7801917.8532307, 612157.45913127 7801915.47371504, 612164.88863698 7801914.86383918, 612170.3638776 7801914.93382494, 612176.75440693 7801915.15378017, 612175.11348391 7801920.80263036)))"
LOGRADOURO_OBRA_DE_ARTE.411,411,VIADUTO,VIADUTO ANIBAL MACHADO,"MULTIPOLYGON (((612175.11348391 7801920.80263036, 612176.766852572 7801915.1970013, 612182.68317006 7801916.46356373, 612187.84506859 7801917.34338464, 612193.24609661 7801918.53314247, 612197.70709837 7801919.87286977, 612204.03990679 7801922.16240374, 612210.34797768 7801924.90184614, 612215.11407568 7801927.44132923, 612219.47612731 7801930.11078587, 612223.43413257 7801932.79024048, 612228.53831019 7801936.76943053, 612234.18671354 7801941.77841096, 612238.15296464 7801945.89757252, 612245.87932075 7801955.58560055, 612249.07870833 7801960.57458506, 612250.51348415 7801963.02403631, 612252.78109242 7801967.03327041, 612255.13441519 7801971.92355812, 612255.57643364 7801972.84208804, 612257.70386147 7801978.86086294, 612258.93851577 7801982.88967945, 612252.14696201 7801984.77038067, 612251.28034876 7801981.79026667, 612249.0539708 7801976.29138595, 612246.28336712 7801970.38258866, 612242.9850294 7801964.33381987, 612239.48054557 7801959.10488421, 612239.38159435 7801958.93486865, 612236.22343708 7801954.885743, 612233.31595144 7801951.54919354, 612231.91086051 7801949.93675036, 612227.74670914 7801945.8175888, 612222.16427255 7801941.00856766, 612212.63529743 7801934.40573829, 612208.08861634 7801931.86042974, 612203.68343906 7801930.03751587, 612198.88625302 7801928.02116105, 612196.30530484 7801927.10139843, 612189.95600364 7801925.27172069, 612187.85331444 7801924.78187056, 612181.198917 7801922.81222131, 612175.11348391 7801920.80263036)))"
LOGRADOURO_OBRA_DE_ARTE.412,412,VIADUTO,VIADUTO MOCAMBIQUE,"MULTIPOLYGON (((609923.272356814 7800079.64739217, 609924.294841506 7800093.44458379, 609872.461464262 7800023.50881901, 609868.932242903 7800017.45005226, 609870.334036433 7800007.36210563, 609919.182418043 7800073.0787292, 609923.272356814 7800079.64739217)), ((609922.818835377 7800076.24808409, 609919.075222067 7800071.17911586, 609870.861770468 7800004.03278331, 609872.370759974 7799992.84506053, 609876.238060949 7799997.64408371, 609918.33309608 7800056.41212164, 609922.447772384 7800062.11096166, 609922.818835377 7800076.24808409)))"
LOGRADOURO_OBRA_DE_ARTE.413,413,VIADUTO,VIADUTO CONGO,"MULTIPOLYGON (((610290.38872035 7799316.11577445, 610283.099356361 7799329.28316579, 610281.936685707 7799327.18358209, 610281.351227427 7799326.07380212, 610280.699802038 7799325.00401424, 610279.974163658 7799323.98421647, 610279.190804061 7799323.00441077, 610278.349723245 7799322.06459716, 610277.459167105 7799321.19476968, 610276.50264386 7799320.37493231, 610250.041582818 7799298.30930942, 610248.862420547 7799297.32950379, 610227.398368851 7799279.42305585, 610231.735705571 7799273.18429172, 610242.339920261 7799282.97235025, 610252.696758107 7799291.57064461, 610254.024346399 7799292.68042446, 610278.085853438 7799312.66645986, 610280.69155467 7799314.76604336, 610287.552134714 7799317.40551923, 610290.38872035 7799316.11577445)), ((610282.291259355 7799330.0930054, 610274.927680628 7799331.23278057, 610274.111337335 7799329.2931651, 610272.519880448 7799327.17358543, 610269.427671722 7799324.79405749, 610244.755969042 7799305.80782402, 610243.560315001 7799304.88800649, 610232.70047796 7799296.52966465, 610227.093272774 7799292.0005631, 610222.022050353 7799287.32149121, 610226.087272702 7799280.84277466, 610247.732733983 7799298.9291869, 610248.862420915 7799299.87899849, 610275.249268956 7799321.93462337, 610282.291259355 7799330.0930054)))"
LOGRADOURO_OBRA_DE_ARTE.274,274,PASSARELA,,"MULTIPOLYGON (((613841.093532917 7801087.61415341, 613813.560504632 7801055.47052814, 613815.118977462 7801054.14079145, 613842.676743411 7801086.26442068, 613841.093532917 7801087.61415341)))"
LOGRADOURO_OBRA_DE_ARTE.275,275,PASSARELA,,"MULTIPOLYGON (((613827.017807458 7801135.39468576, 613826.349890764 7801137.5242638, 613764.217113381 7801114.08891776, 613764.950997199 7801112.03932387, 613827.017807458 7801135.39468576)))"
LOGRADOURO_OBRA_DE_ARTE.276,276,PASSARELA,PASSARELA ANTONIO JOSE DA SILVA,"MULTIPOLYGON (((613309.180941625 7801683.12100976, 613258.798832976 7801720.6433722, 613256.028229293 7801717.21407022, 613290.702004557 7801691.69926369, 613291.683260029 7801693.28894011, 613257.916527637 7801718.00390945, 613258.361803229 7801718.45381787, 613306.682450803 7801682.66110338, 613274.927704419 7801640.12976051, 613276.296514572 7801639.20994773, 613309.180941625 7801683.12100976)))"
LOGRADOURO_OBRA_DE_ARTE.277,277,PASSARELA,,"MULTIPOLYGON (((614966.447219917 7807913.61281122, 614971.798772865 7807920.24146198, 614971.815264554 7807920.22146605, 614919.841707957 7807856.13451076, 614887.039739347 7807880.79949028, 614886.413055181 7807882.71909954, 614883.766139162 7807879.84968361, 614886.00900881 7807879.32978943, 614918.662552222 7807854.80478142, 614909.361239856 7807842.01738426, 614910.936196117 7807840.85762033, 614920.311721081 7807853.60502563, 614921.342451618 7807854.97474683, 614974.256034466 7807920.44142128, 614971.534905848 7807922.79094304, 614965.061918076 7807914.63260364, 614966.447219917 7807913.61281122)))"
LOGRADOURO_OBRA_DE_ARTE.278,278,PASSARELA,,"MULTIPOLYGON (((609077.33119049 7789175.72685359, 609104.394051469 7789207.73033937, 609101.268876481 7789210.22983061, 609093.138474005 7789200.5917924, 609063.849235066 7789225.28676581, 609093.847616615 7789259.83973266, 609090.565770585 7789262.48919336, 609061.22705658 7789228.61608814, 609059.322266547 7789230.06579305, 609058.11837328 7789228.67607593, 609061.639348795 7789225.96662743, 609091.060521243 7789259.87972451, 609091.134733841 7789259.80973876, 609061.05389385 7789225.16679023, 609093.344620113 7789197.72237646, 609101.722397917 7789207.66035362, 609101.80485636 7789207.59036786, 609074.552340962 7789175.30693906, 609077.512599064 7789172.96741526, 609078.873163373 7789174.63707541, 609077.33119049 7789175.72685359)))"
LOGRADOURO_OBRA_DE_ARTE.279,279,PASSARELA,,"MULTIPOLYGON (((613796.012903531 7798713.40471441, 613797.340491578 7798712.84482518, 613801.644847149 7798722.96281919, 613810.162852708 7798737.76988323, 613824.626141071 7798731.3311572, 613830.47247849 7798745.47835241, 613829.128398651 7798745.94825948, 613823.933486661 7798733.12080261, 613809.767050256 7798739.25958804, 613800.473931006 7798723.60269255, 613796.012903531 7798713.40471441)))"
LOGRADOURO_OBRA_DE_ARTE.280,280,PASSARELA,,"MULTIPOLYGON (((613762.48509948 7798583.72042228, 613759.186743771 7798583.02056148, 613762.658259937 7798562.17469253, 613766.154516758 7798561.38484856, 613762.48509948 7798583.72042228)))"
LOGRADOURO_OBRA_DE_ARTE.281,281,PASSARELA,,"MULTIPOLYGON (((616302.351739881 7804433.57064642, 616301.246790919 7804434.71042071, 616277.399676328 7804412.42484107, 616280.574343047 7804408.65558761, 616304.017409109 7804431.18111974, 616316.056405222 7804418.4836344, 616315.965700371 7804418.02372556, 616292.522634405 7804396.12806859, 616296.142579165 7804392.56877345, 616319.297038964 7804414.12449783, 616317.763303822 7804415.61420283, 616296.183809107 7804395.82812748, 616295.812744153 7804396.1880562, 616319.585645661 7804417.93374285, 616304.099868484 7804434.3504916, 616302.714558944 7804433.20071969, 616280.838212082 7804412.49482668, 616280.450655368 7804412.97473162, 616302.351739881 7804433.57064642)))"
LOGRADOURO_OBRA_DE_ARTE.282,282,PASSARELA,,"MULTIPOLYGON (((615097.915880494 7803955.77552232, 615116.122804188 7803959.98468537, 615114.984872176 7803964.48379387, 615075.594258788 7803955.77552569, 615050.823607207 7803950.3066133, 615049.619708227 7803955.7755296, 615044.647440516 7803978.31106406, 615128.04636538 7803997.11732431, 615128.07110302 7803996.94735799, 615115.339449876 7803994.1379167, 615115.883678231 7803991.98834265, 615130.305738697 7803995.21770045, 615129.340970299 7803999.34688223, 615041.349085161 7803980.12070591, 615046.750138831 7803955.77553003, 615048.646692031 7803947.24721997, 615086.099521461 7803955.7755241, 615113.451136436 7803962.00428551, 615113.484119951 7803961.73433901, 615087.089028149 7803955.77552396, 615085.645997513 7803955.45558758, 615086.264438836 7803953.0860571, 615097.915880494 7803955.77552232)))"
LOGRADOURO_OBRA_DE_ARTE.283,283,PASSARELA,,"MULTIPOLYGON (((613691.274601675 7805295.3702416, 613720.415579577 7805334.90240251, 613698.250633173 7805358.06781472, 613732.957585292 7805391.44119538, 613731.283669991 7805392.67095192, 613695.537735698 7805358.28777154, 613717.801632712 7805334.73243658, 613689.658407591 7805296.56000604, 613691.274601675 7805295.3702416)))"
LOGRADOURO_OBRA_DE_ARTE.284,284,PASSARELA,,"MULTIPOLYGON (((613997.370860722 7803867.76633154, 613995.243432894 7803868.69614228, 613992.934596491 7803868.87610565, 613990.691726842 7803868.31621961, 613988.753953433 7803867.04647807, 613987.319176525 7803865.21685048, 613986.56055885 7803863.00730023, 613986.56055885 7803860.70776829, 613987.055309508 7803859.29805523, 613987.310930681 7803858.5382099, 613987.756206273 7803857.92833404, 613988.663249146 7803856.798564, 613990.229959562 7803855.44883873, 613991.145248279 7803855.06891606, 613991.755440756 7803854.75897915, 613992.439845833 7803854.55901985, 613993.058284155 7803854.46903817, 613998.681949965 7803854.82896491, 614005.163183582 7803785.0431696, 614003.456293812 7803782.32372314, 614005.542492419 7803780.98399583, 614005.839342814 7803779.32433365, 614006.919548417 7803777.94461449, 614008.791355072 7803776.72486277, 614010.951766278 7803776.1749747, 614013.169898393 7803776.36493603, 614015.058196737 7803777.18476916, 614015.19837609 7803777.27475084, 614015.610668305 7803777.61468165, 614016.864036638 7803778.77444558, 614017.919504708 7803780.73404671, 614018.290567701 7803782.933599, 614017.952488085 7803784.94318995, 614017.853537953 7803785.2431289, 614017.449491583 7803786.5828562, 614016.4847278 7803788.02256315, 614014.959246605 7803788.93237796, 614013.68114074 7803789.36229046, 614013.425519566 7803789.38228639, 614013.169898393 7803789.50226197, 614010.951766278 7803789.6922233, 614008.791355072 7803789.14233523, 614007.364824009 7803788.21252449, 614001.172194942 7803854.99893031, 614017.630900157 7803856.26867186, 614017.432999894 7803858.75816513, 614000.941311302 7803857.48842358, 614000.520773243 7803862.08748745, 614000.182693627 7803864.16706416, 613999.712680502 7803864.99689525, 613999.085996336 7803866.18665308, 613997.370860722 7803867.76633154), (613992.984071557 7803857.00852126, 613992.678975318 7803857.09850295, 613992.200716349 7803857.33845411, 613991.574032182 7803857.60839916, 613990.469089046 7803858.54820786, 613989.743454748 7803859.45802267, 613989.553800329 7803859.71796976, 613989.413620976 7803860.11788836, 613989.07554136 7803861.12768282, 613989.07554136 7803862.60738163, 613989.553800329 7803864.01709469, 613990.469089046 7803865.18685659, 613991.714211535 7803865.99669175, 613993.148988443 7803866.35661849, 613994.633240416 7803866.2366429, 613995.993804725 7803865.64676297, 613997.082256172 7803864.63696852, 613997.519285919 7803863.80713743, 613997.791398781 7803863.32723511, 613998.030528266 7803861.86753222, 613998.005790733 7803861.73755868, 613998.080003332 7803861.43761973, 613998.459312169 7803857.29846225, 613993.41285546 7803856.94853347, 613992.984071557 7803857.00852126), (614009.80559392 7803779.04439064, 614008.63468403 7803779.80423597, 614008.181162594 7803780.37411997, 614007.991508175 7803781.48389408, 614007.645182715 7803785.14314925, 614007.892558044 7803785.48308006, 614008.725388318 7803786.11295185, 614009.80559392 7803786.8128094, 614011.149666541 7803787.15274021, 614012.493739161 7803787.04276259, 614012.749360334 7803786.92278701, 614013.169898393 7803786.88279515, 614013.903778535 7803786.65284196, 614014.711871277 7803786.16294168, 614015.165392713 7803785.50307599, 614015.519964017 7803784.28332427, 614015.750847658 7803782.92360103, 614015.519964017 7803781.54388187, 614014.852050629 7803780.31413218, 614014.37379166 7803779.72425225, 614014.060449577 7803779.47430313, 614012.543214227 7803778.81443744, 614011.149666541 7803778.70445983, 614009.80559392 7803779.04439064)))"
LOGRADOURO_OBRA_DE_ARTE.285,285,PASSARELA,,"MULTIPOLYGON (((613218.850880782 7803652.42592372, 613202.004533484 7803679.79050285, 613200.569748697 7803679.19062196, 613211.602745585 7803661.11420287, 613216.805900282 7803652.33594186, 613216.368868117 7803652.04599939, 613201.048010075 7803677.92087354, 613197.881588409 7803676.1312287, 613214.604247317 7803648.3967229, 613212.320135881 7803647.28694319, 613244.899635679 7803594.07748389, 613243.662752217 7803593.37762278, 613261.935637941 7803563.4535507, 613265.374173966 7803565.38316776, 613246.878649494 7803597.03689707, 613246.177748839 7803596.46701013, 613216.426588456 7803646.07718233, 613217.737684926 7803646.80703749, 613199.85235581 7803675.56134136, 613200.338863308 7803675.85128381, 613215.585508463 7803650.73625908, 613218.850880782 7803652.42592372), (613246.408633167 7803592.65776504, 613247.084796128 7803593.04768766, 613263.403406608 7803566.24299764, 613262.941636769 7803565.90306508, 613262.768473081 7803565.78308888, 613246.408633167 7803592.65776504)))"
LOGRADOURO_OBRA_DE_ARTE.286,286,PASSARELA,PASSARELA PROFESSOR DARCY BESSONE,"MULTIPOLYGON (((612351.770858965 7803318.81217047, 612316.527928711 7803316.0227285, 612290.776020284 7803337.13854734, 612249.571307138 7803299.65598206, 612251.36066478 7803297.72636423, 612288.986661454 7803330.98976624, 612287.79100771 7803332.14953656, 612254.700250534 7803302.38544035, 612254.502349227 7803302.58540075, 612290.240037104 7803334.48907253, 612315.843519565 7803313.61320614, 612351.820333959 7803316.49263018, 612351.770858965 7803318.81217047)))"
LOGRADOURO_OBRA_DE_ARTE.287,287,PASSARELA,,"MULTIPOLYGON (((612246.60283577 7803630.83034724, 612246.775999161 7803628.94072172, 612252.729531124 7803629.34064159, 612252.078106911 7803636.28926455, 612250.033126394 7803636.0993025, 612250.494895462 7803631.20027336, 612246.60283577 7803630.83034724)))"
LOGRADOURO_OBRA_DE_ARTE.288,288,PASSARELA,,"MULTIPOLYGON (((612244.895939396 7803648.94675701, 612284.434978004 7803652.66601409, 612283.041422964 7803654.10572896, 612242.974647477 7803650.51644621, 612244.236266525 7803637.05911312, 612242.916924257 7803636.93913709, 612241.350207791 7803653.64582623, 612237.293230315 7803653.25590411, 612239.000126674 7803635.05951019, 612241.325467423 7803635.27946626, 612241.960399882 7803628.4908116, 612246.775999161 7803628.94072172, 612246.60283577 7803630.83034724, 612246.141066703 7803635.72937637, 612250.033126394 7803636.0993025, 612252.078106911 7803636.28926455, 612252.729531124 7803629.34064159, 612253.02638267 7803626.21126175, 612254.84047829 7803626.3812278, 612253.752022636 7803637.95893338, 612246.000886809 7803637.22907917, 612244.895939396 7803648.94675701), (612243.065350039 7803635.4394343, 612244.376446417 7803635.55941032, 612244.829969608 7803630.75036336, 612243.510627339 7803630.62038931, 612243.065350039 7803635.4394343), (612241.185287529 7803636.77916905, 612240.789484849 7803636.73917703, 612239.395931771 7803651.5262466, 612239.791734452 7803651.56623862, 612241.185287529 7803636.77916905)))"
