FID,ID_OBRART,TIPO_OBRA_DE_ARTE,DENOMINACAO,GEOMETRIA
LOGRADOURO_OBRA_DE_ARTE.43,43,PONTE,,"MULTIPOLYGON (((606471.980857935 7795537.66519586, 606472.244726788 7795540.58461719, 606458.869895064 7795541.97434362, 606458.803927521 7795538.89495396, 606471.980857935 7795537.66519586)))"
LOGRADOURO_OBRA_DE_ARTE.44,44,PONTE,,"MULTIPOLYGON (((606534.632849586 7793584.61228464, 606527.261026832 7793598.7294876, 606517.621581957 7793593.81046391, 606523.121587753 7793578.50349702, 606534.632849586 7793584.61228464)))"
LOGRADOURO_OBRA_DE_ARTE.45,45,PONTE,,"MULTIPOLYGON (((605522.087078406 7792985.44118282, 605516.809710835 7792995.22924353, 605503.871910164 7792988.65054923, 605508.885409261 7792978.65253018, 605522.087078406 7792985.44118282)))"
LOGRADOURO_OBRA_DE_ARTE.46,46,PONTE,,"MULTIPOLYGON (((604743.04678562 7792677.92407919, 604732.191623275 7792682.07458244, 604727.934696863 7792671.43226641, 604738.68806016 7792667.17170255, 604743.04678562 7792677.92407919)))"
LOGRADOURO_OBRA_DE_ARTE.47,47,PONTE,,"MULTIPOLYGON (((609027.810017756 7791200.83440691, 609023.629352121 7791201.20433419, 609023.431449094 7791189.35668249, 609027.612114727 7791188.98675521, 609027.810017756 7791200.83440691)))"
LOGRADOURO_OBRA_DE_ARTE.48,48,PONTE,,"MULTIPOLYGON (((608879.540702153 7791293.46606798, 608882.723614784 7791289.98675715, 608882.814319576 7791290.08673731, 608885.494233983 7791293.62603542, 608887.992738737 7791296.47547029, 608889.394540091 7791298.13514114, 608886.417774632 7791301.25452328, 608883.408024717 7791298.05515784, 608881.692879573 7791296.32550092, 608879.829308309 7791293.77600651, 608879.540702153 7791293.46606798)))"
LOGRADOURO_OBRA_DE_ARTE.49,49,PONTE,,"MULTIPOLYGON (((608085.32934875 7789069.82692179, 608083.119450328 7789068.44719557, 608085.24688901 7789063.81811279, 608087.440295656 7789065.21783504, 608085.32934875 7789069.82692179)))"
LOGRADOURO_OBRA_DE_ARTE.50,50,PONTE,,"MULTIPOLYGON (((604898.328250558 7803471.76291737, 604909.905480013 7803480.59116611, 604909.179844968 7803503.82656121, 604897.635598972 7803494.28845314, 604898.328250558 7803471.76291737)))"
LOGRADOURO_OBRA_DE_ARTE.51,51,PONTE,,"MULTIPOLYGON (((604965.8785842 7803547.80783679, 604965.15294601 7803548.11777546, 604948.329894912 7803554.5400944, 604935.239680655 7803569.44864737, 604927.581041195 7803548.66091169, 604961.73914609 7803534.69043709, 604965.8785842 7803547.80783679)))"
LOGRADOURO_OBRA_DE_ARTE.52,52,PONTE,,"MULTIPOLYGON (((603543.13278122 7802779.44031372, 603532.380140536 7802769.43229867, 603537.756459153 7802761.71382767, 603548.476116366 7802772.3617159, 603543.13278122 7802779.44031372)))"
LOGRADOURO_OBRA_DE_ARTE.53,53,PONTE,,"MULTIPOLYGON (((607190.264833514 7803217.12306611, 607197.026462496 7803216.79313055, 607197.133659271 7803218.33282538, 607190.231850159 7803218.55278275, 607190.264833514 7803217.12306611)))"
LOGRADOURO_OBRA_DE_ARTE.54,54,PONTE,,"MULTIPOLYGON (((604908.734557703 7803436.46991065, 604907.324509262 7803426.20194584, 604927.782559554 7803422.79261873, 604929.679115479 7803433.27054185, 604908.734557703 7803436.46991065)))"
LOGRADOURO_OBRA_DE_ARTE.55,55,PONTE,,"MULTIPOLYGON (((606148.429474606 7801348.09363655, 606149.064407765 7801345.94406248, 606155.685856858 7801347.35378216, 606155.323038036 7801349.47336214, 606148.429474606 7801348.09363655)))"
LOGRADOURO_OBRA_DE_ARTE.56,56,PONTE,,"MULTIPOLYGON (((604788.666063936 7802685.00885923, 604769.387174169 7802676.54054022, 604769.115058102 7802663.95303498, 604789.812240852 7802672.89126067, 604788.666063936 7802685.00885923)))"
LOGRADOURO_OBRA_DE_ARTE.57,57,PONTE,,"MULTIPOLYGON (((604790.05961575 7802659.93382868, 604769.68402267 7802651.00560096, 604770.83257212 7802640.2867931, 604790.560985875 7802647.95680633, 604790.05961575 7802659.93382868)))"
LOGRADOURO_OBRA_DE_ARTE.58,58,PONTE,,"MULTIPOLYGON (((604790.875944158 7802553.56490989, 604790.785240771 7802563.71289867, 604771.992859545 7802563.13301618, 604772.017595831 7802553.07500957, 604790.875944158 7802553.56490989)))"
LOGRADOURO_OBRA_DE_ARTE.59,59,PONTE,,"MULTIPOLYGON (((604029.16996769 7800930.24674239, 604031.635490168 7800942.40433251, 604013.807878626 7800946.44353439, 604011.268143149 7800934.29594231, 604029.16996769 7800930.24674239)))"
LOGRADOURO_OBRA_DE_ARTE.60,60,PONTE,,"MULTIPOLYGON (((603989.93600233 7800744.29360234, 603971.918735349 7800748.35280029, 603969.214082026 7800735.72530334, 603987.388020899 7800731.66610537, 603989.93600233 7800744.29360234)))"
LOGRADOURO_OBRA_DE_ARTE.61,61,PONTE,,"MULTIPOLYGON (((612790.46916697 7806826.96683417, 612788.754021114 7806820.70807482, 612811.125117753 7806817.43871945, 612811.900231739 7806820.21816849, 612790.46916697 7806826.96683417)))"
LOGRADOURO_OBRA_DE_ARTE.62,62,PONTE,,"MULTIPOLYGON (((614506.620032698 7806392.52267929, 614481.016547201 7806393.44250083, 614479.672466586 7806388.82341647, 614506.051065664 7806387.94358689, 614506.620032698 7806392.52267929)))"
LOGRADOURO_OBRA_DE_ARTE.63,63,PONTE,,"MULTIPOLYGON (((615762.708126395 7806748.57192627, 615759.98698259 7806745.91245376, 615765.940513687 7806740.42354067, 615768.513231485 7806743.06301718, 615762.708126395 7806748.57192627)))"
LOGRADOURO_OBRA_DE_ARTE.64,64,PONTE,,"MULTIPOLYGON (((617574.519296961 7804672.973005, 617573.183462554 7804670.52349067, 617587.201473068 7804664.59466354, 617588.56204519 7804667.35411643, 617574.519296961 7804672.973005)))"
LOGRADOURO_OBRA_DE_ARTE.65,65,PONTE,,"MULTIPOLYGON (((617634.244432848 7805720.04547961, 617629.709193812 7805719.80552786, 617632.075762841 7805712.40699379, 617637.410852698 7805709.93748239, 617634.244432848 7805720.04547961)))"
LOGRADOURO_OBRA_DE_ARTE.66,66,PONTE,,"MULTIPOLYGON (((618294.995706948 7805305.09761469, 618289.800796736 7805304.51773041, 618297.733340628 7805295.44952639, 618303.076676698 7805295.0895969, 618294.995706948 7805305.09761469)))"
LOGRADOURO_OBRA_DE_ARTE.67,67,PONTE,,"MULTIPOLYGON (((610793.768409179 7807225.5881257, 610793.100492356 7807226.9378583, 610787.963303092 7807224.49834252, 610789.109481499 7807223.26858607, 610793.768409179 7807225.5881257)))"
LOGRADOURO_OBRA_DE_ARTE.68,68,PONTE,,"MULTIPOLYGON (((599910.80267772 7790061.51515906, 599913.41241163 7790062.08802748, 599911.585122225 7790073.47046797, 599908.95676837 7790072.97252744, 599910.80267772 7790061.51515906)))"
LOGRADOURO_OBRA_DE_ARTE.69,69,PONTE,,"MULTIPOLYGON (((610794.65077726 7807625.04895874, 610795.35992327 7807621.91957884, 610831.79850834 7807629.50806963, 610840.53135971 7807631.32959848, 610839.87300712 7807634.47913946, 610831.19655889 7807632.6774416, 610794.65077726 7807625.04895874)))"
LOGRADOURO_OBRA_DE_ARTE.70,70,PONTE,,"MULTIPOLYGON (((610400.711297934 7805043.96055046, 610396.365715185 7805049.46945928, 610378.546347561 7805040.29128086, 610383.634060292 7805034.55241749, 610400.711297934 7805043.96055046)))"
LOGRADOURO_OBRA_DE_ARTE.71,71,PONTE,,"MULTIPOLYGON (((610582.657304371 7808247.65559907, 610581.87394539 7808251.0049354, 610575.194774986 7808249.46524151, 610574.947397754 7808245.6160044, 610582.657304371 7808247.65559907)))"
LOGRADOURO_OBRA_DE_ARTE.72,72,PONTE,,"MULTIPOLYGON (((609974.817129508 7805146.64601929, 609972.904093631 7805145.6162289, 609983.788608102 7805130.46931201, 609985.693398134 7805131.85902914, 609974.817129508 7805146.64601929)))"
LOGRADOURO_OBRA_DE_ARTE.73,73,PONTE,,"MULTIPOLYGON (((609495.353915065 7805103.32891471, 609486.555550961 7805100.13954808, 609496.458859567 7805071.00532068, 609505.809698142 7805073.51482199, 609495.353915065 7805103.32891471)))"
LOGRADOURO_OBRA_DE_ARTE.74,74,PONTE,,"MULTIPOLYGON (((617449.627665581 7808603.73400576, 617480.557989751 7808565.32161368, 617488.95230578 7808571.22044334, 617457.510736621 7808610.52265917, 617449.627665581 7808603.73400576)))"
LOGRADOURO_OBRA_DE_ARTE.75,75,PONTE,,"MULTIPOLYGON (((613936.50773137 7807955.27298749, 613938.05793181 7807931.19555789, 613941.452967203 7807931.40466844, 613939.71824501 7807955.46672538, 613936.50773137 7807955.27298749)))"
LOGRADOURO_OBRA_DE_ARTE.76,76,PONTE,,"MULTIPOLYGON (((614873.05140073 7807838.747641, 614828.35431276 7807782.66670591, 614834.308934905 7807777.96496781, 614879.12995482 7807834.23101197, 614873.05140073 7807838.747641)))"
LOGRADOURO_OBRA_DE_ARTE.77,77,PONTE,,"MULTIPOLYGON (((618760.336257517 7807182.66543548, 618764.516922999 7807180.78580735, 618766.265052104 7807184.7350244, 618762.455451593 7807186.37470004, 618760.336257517 7807182.66543548)))"
LOGRADOURO_OBRA_DE_ARTE.78,78,PONTE,,"MULTIPOLYGON (((611191.723339707 7807751.49384173, 611195.788563297 7807753.27348843, 611179.758559633 7807785.98700748, 611175.825270236 7807783.97740632, 611191.723339707 7807751.49384173)))"
LOGRADOURO_OBRA_DE_ARTE.79,79,PONTE,,"MULTIPOLYGON (((615061.271752209 7807955.78278208, 615051.079835516 7807970.6998273, 615047.352693417 7807969.23011912, 615056.274743408 7807955.78278283, 615066.65631544 7807940.13588221, 615069.262016996 7807944.08509916, 615061.271752209 7807955.78278208)))"
LOGRADOURO_OBRA_DE_ARTE.80,80,PONTE,,"MULTIPOLYGON (((612580.372524908 7809311.7644197, 612582.821553807 7809310.60464918, 612587.711367032 7809317.21333874, 612585.039699126 7809318.36311127, 612580.372524908 7809311.7644197)))"
LOGRADOURO_OBRA_DE_ARTE.81,81,PONTE,,"MULTIPOLYGON (((607185.329164644 7802992.60786526, 607186.1065189 7802977.53915199, 607193.162503683 7802980.64856901, 607192.415047668 7802996.04616293, 607185.329164644 7802992.60786526)))"
LOGRADOURO_OBRA_DE_ARTE.82,82,PONTE,,"MULTIPOLYGON (((610810.70552322 7807624.13913673, 610810.83745723 7807622.65942996, 610829.4731672 7807626.72862081, 610840.75354386 7807629.18813173, 610840.44169526 7807630.28718357, 610832.0293931 7807628.57825387, 610810.70552322 7807624.13913673)))"
LOGRADOURO_OBRA_DE_ARTE.83,83,PONTE,,"MULTIPOLYGON (((615669.81971501 7807822.18595349, 615677.452376716 7807822.07009674, 615677.24349412 7807854.45337678, 615669.87435999 7807854.38857959, 615669.81971501 7807822.18595349)))"
LOGRADOURO_OBRA_DE_ARTE.84,84,PONTE,,"MULTIPOLYGON (((612037.605784432 7807513.98415447, 612041.027809815 7807501.99659451, 612042.940845691 7807504.27613051, 612045.06827352 7807505.76582729, 612046.87411342 7807506.81561361, 612049.04277047 7807507.62544877, 612050.92282297 7807508.16533888, 612053.050250798 7807508.53526358, 612055.293120447 7807508.30531039, 612057.758627891 7807507.56546098, 612052.167945458 7807519.13310642, 612050.477547378 7807517.58342185, 612048.820132674 7807516.22369862, 612047.022538618 7807515.26389399, 612044.853881568 7807514.31408732, 612042.611011919 7807513.87417686, 612040.368142271 7807513.79419314, 612037.605784432 7807513.98415447)))"
LOGRADOURO_OBRA_DE_ARTE.85,85,PONTE,,"MULTIPOLYGON (((607850.983336667 7804283.02172512, 607847.759193916 7804282.14189995, 607852.888134776 7804266.98490317, 607856.22771996 7804267.76474813, 607850.983336667 7804283.02172512)))"
LOGRADOURO_OBRA_DE_ARTE.86,86,PONTE,,"MULTIPOLYGON (((606671.945129867 7806014.50873202, 606667.211989599 7806015.00863362, 606667.310939901 7806012.37915473, 606672.373915689 7806011.56931452, 606671.945129867 7806014.50873202)))"
LOGRADOURO_OBRA_DE_ARTE.87,87,PONTE,,"MULTIPOLYGON (((605070.044002424 7802470.26856106, 605062.964344127 7802452.99663608, 605074.07208387 7802448.4192708, 605081.212773704 7802466.05738501, 605070.044002424 7802470.26856106)))"
LOGRADOURO_OBRA_DE_ARTE.88,88,PONTE,,"MULTIPOLYGON (((605379.512080908 7801123.6207065, 605398.867330494 7801119.6114048, 605402.231457208 7801138.41364726, 605383.337046898 7801141.91602576, 605379.512080908 7801123.6207065)))"
LOGRADOURO_OBRA_DE_ARTE.89,89,PONTE,,"MULTIPOLYGON (((604249.499205827 7799916.14791226, 604259.74624193 7799920.7134234, 604251.277742439 7799939.01714992, 604241.146199245 7799934.14059135, 604249.499205827 7799916.14791226)))"
LOGRADOURO_OBRA_DE_ARTE.90,90,PONTE,,"MULTIPOLYGON (((607465.191906652 7792679.12186007, 607462.052880378 7792668.55945656, 607463.234953532 7792668.12165169, 607466.387148607 7792678.76031007, 607465.191906652 7792679.12186007)))"
LOGRADOURO_OBRA_DE_ARTE.91,91,PONTE,,"MULTIPOLYGON (((602876.737980067 7802187.86434261, 602878.579459249 7802187.56970594, 602881.231189269 7802205.98449775, 602879.316050921 7802206.20547525, 602876.737980067 7802187.86434261)))"
LOGRADOURO_OBRA_DE_ARTE.92,92,PONTE,,"MULTIPOLYGON (((607096.224520258 7811432.02422477, 607103.067858583 7811435.25925743, 607102.279837806 7811436.2546521, 607095.519449036 7811432.85372032, 607096.224520258 7811432.02422477)))"
LOGRADOURO_OBRA_DE_ARTE.93,93,PONTE,,"MULTIPOLYGON (((606637.691825114 7806863.26052645, 606640.858247228 7806868.2695333, 606638.739054028 7806870.40910957, 606635.597369592 7806865.47008885, 606637.691825114 7806863.26052645)))"
LOGRADOURO_OBRA_DE_ARTE.94,94,PONTE,,"MULTIPOLYGON (((604959.51276416 7803593.91870052, 604981.77666345 7803585.4003857, 604988.72795017 7803601.66716084, 604966.55475566 7803610.2154697, 604956.831311623 7803614.67553225, 604953.155395025 7803619.17853008, 604942.219543146 7803590.78207436, 604959.51276416 7803593.91870052)))"
LOGRADOURO_OBRA_DE_ARTE.95,95,PONTE,,"MULTIPOLYGON (((605179.661561965 7803968.57441755, 605180.345971555 7803974.35327215, 605170.7642486 7803975.38306938, 605169.989134249 7803969.72419101, 605179.661561965 7803968.57441755)))"
LOGRADOURO_OBRA_DE_ARTE.96,96,PONTE,,"MULTIPOLYGON (((605348.306555137 7804475.73388113, 605341.981958798 7804479.93304978, 605330.866501359 7804487.40157114, 605315.768279808 7804497.11964721, 605311.694809845 7804491.59074354, 605329.769797056 7804479.74308911, 605344.125888591 7804470.02501314, 605348.306555137 7804475.73388113)))"
LOGRADOURO_OBRA_DE_ARTE.97,97,PONTE,,"MULTIPOLYGON (((608232.537247914 7805215.31690011, 608219.046945541 7805018.89583018, 608217.760584133 7804999.76962094, 608217.331796864 7804992.45107145, 608216.556681158 7804977.40405368, 608225.569437743 7804976.16429811, 608250.43909173 7805346.67086491, 608250.686469103 7805351.60988603, 608242.094252753 7805352.12978421, 608241.673711792 7805347.7706482, 608232.537247914 7805215.31690011)))"
LOGRADOURO_OBRA_DE_ARTE.98,98,PONTE,,"MULTIPOLYGON (((618635.621241409 7805637.40543618, 618636.143406662 7805643.11661863, 618424.110480264 7805664.38927486, 618422.601846319 7805651.95447386, 618635.196982141 7805630.7478292, 618635.621241409 7805637.40543618)))"
LOGRADOURO_OBRA_DE_ARTE.99,99,PONTE,,"MULTIPOLYGON (((602245.782764815 7794357.55037081, 602244.551356209 7794344.16549466, 602250.869017754 7794343.4694811, 602252.042501702 7794356.81693101, 602245.782764815 7794357.55037081)))"
LOGRADOURO_OBRA_DE_ARTE.100,100,PONTE,,"MULTIPOLYGON (((610160.107813156 7807024.2213561, 610163.881844074 7807019.29627208, 610174.312964545 7807026.66608545, 610170.684748729 7807031.37142784, 610160.107813156 7807024.2213561)))"
LOGRADOURO_OBRA_DE_ARTE.101,101,PONTE,,"MULTIPOLYGON (((606275.524329369 7793833.29076208, 606277.16327927 7793831.78292817, 606286.538072705 7793841.48551158, 606284.899122804 7793842.99334549, 606275.524329369 7793833.29076208)))"
LOGRADOURO_OBRA_DE_ARTE.102,102,PONTE,,"MULTIPOLYGON (((612952.763311159 7797061.80218192, 612954.107390716 7797059.44264938, 612929.938684862 7797024.18964003, 612924.752019904 7797018.92068508, 612926.665066225 7797019.42058572, 612934.993414289 7797020.65034076, 612940.534651814 7797021.48017547, 612938.671081567 7797025.96928601, 612962.468722303 7797060.44244998, 612965.181620311 7797064.02174017, 612952.763311159 7797061.80218192)))"
LOGRADOURO_OBRA_DE_ARTE.103,103,PONTE,,"MULTIPOLYGON (((613811.341784557 7797193.95586181, 613828.658147375 7797166.68126499, 613830.711373929 7797167.98100709, 613813.39501111 7797195.25560391, 613811.341784557 7797193.95586181)))"
LOGRADOURO_OBRA_DE_ARTE.104,104,PONTE,,"MULTIPOLYGON (((608673.907554502 7804490.19139808, 608687.760497611 7804496.85350049, 608663.015545797 7804533.86518055, 608650.008583946 7804525.93410626, 608673.907554502 7804490.19139808)))"
LOGRADOURO_OBRA_DE_ARTE.105,105,PONTE,,"MULTIPOLYGON (((606400.569140278 7807279.37110075, 606401.070824568 7807278.56840588, 606405.084298886 7807280.52497461, 606404.582614596 7807281.42800634, 606400.569140278 7807279.37110075)))"
LOGRADOURO_OBRA_DE_ARTE.106,106,PONTE,,"MULTIPOLYGON (((610801.880999319 7797823.52152642, 610809.632132541 7797806.72485435, 610838.814336263 7797824.28137046, 610829.710877043 7797839.67832016, 610801.880999319 7797823.52152642)))"
LOGRADOURO_OBRA_DE_ARTE.107,107,PONTE,,"MULTIPOLYGON (((608434.27236752 7801295.71369664, 608430.032549668 7801300.04666003, 608418.496716335 7801289.19874336, 608422.677133001 7801284.7008267, 608434.27236752 7801295.71369664)))"
LOGRADOURO_OBRA_DE_ARTE.108,108,PONTE,,"MULTIPOLYGON (((611831.389072139 7801816.94990184, 611831.00976122 7801816.79993162, 611833.796870706 7801809.90129846, 611834.126706287 7801810.03127265, 611831.389072139 7801816.94990184)))"
LOGRADOURO_OBRA_DE_ARTE.109,109,PONTE,,"MULTIPOLYGON (((611559.00508581 7801679.33895809, 611563.68832132 7801675.55232568, 611574.796174973 7801687.50634954, 611570.03661363 7801691.65177394, 611559.00508581 7801679.33895809)))"
LOGRADOURO_OBRA_DE_ARTE.110,110,PONTE,,"MULTIPOLYGON (((611159.901485253 7801100.2420457, 611160.19833726 7801100.25204367, 611159.975698988 7801105.281047, 611159.662355204 7801105.27104902, 611159.901485253 7801100.2420457)))"
LOGRADOURO_OBRA_DE_ARTE.111,111,PONTE,,"MULTIPOLYGON (((611416.777461306 7801379.74661259, 611411.351666678 7801382.21612394, 611402.503825058 7801363.82976927, 611408.778946229 7801361.19029147, 611416.777461306 7801379.74661259)))"
LOGRADOURO_OBRA_DE_ARTE.112,112,PONTE,,"MULTIPOLYGON (((611198.95358574 7801102.45938904, 611221.569197669 7801104.36302976, 611220.698818234 7801110.20646204, 611198.526161022 7801108.65704744, 611198.95358574 7801102.45938904)))"
LOGRADOURO_OBRA_DE_ARTE.113,113,PONTE,,"MULTIPOLYGON (((612566.163833358 7802361.46187638, 612567.384224765 7802360.29210804, 612569.387976097 7802362.28171342, 612568.076879917 7802363.49147385, 612566.163833358 7802361.46187638)))"
LOGRADOURO_OBRA_DE_ARTE.114,114,PONTE,,"MULTIPOLYGON (((612540.63628195 7802383.15141924, 612542.53073944 7802382.33206597, 612543.817125027 7802385.11972247, 612541.91266647 7802385.94081461, 612540.63628195 7802383.15141924)))"
LOGRADOURO_OBRA_DE_ARTE.115,115,PONTE,,"MULTIPOLYGON (((601803.240072516 7788748.20153524, 601802.893745305 7788749.12135297, 601785.123853126 7788737.18372149, 601785.552639236 7788736.3438879, 601803.240072516 7788748.20153524)))"
LOGRADOURO_OBRA_DE_ARTE.116,116,PONTE,,"MULTIPOLYGON (((601867.764145391 7788689.953072, 601867.38483461 7788690.78290756, 601859.749141211 7788688.69332275, 601860.037747196 7788687.76350702, 601867.764145391 7788689.953072)))"
LOGRADOURO_OBRA_DE_ARTE.117,117,PONTE,,"MULTIPOLYGON (((604096.506051255 7800140.4911909, 604096.896326988 7800139.88803749, 604106.156505728 7800146.59368417, 604105.730750384 7800147.19683757, 604096.506051255 7800140.4911909)))"
LOGRADOURO_OBRA_DE_ARTE.118,118,PONTE,,"MULTIPOLYGON (((614238.429048975 7795122.88628198, 614239.129949607 7795123.34619073, 614237.497263959 7795125.80570349, 614236.804609215 7795125.33579673, 614238.429048975 7795122.88628198)))"
LOGRADOURO_OBRA_DE_ARTE.119,119,PONTE,,"MULTIPOLYGON (((613991.821407511 7798406.94786531, 613986.667754826 7798407.26780019, 613988.316923685 7798385.78217353, 613993.437592993 7798386.84195781, 614016.583677932 7798389.02151417, 614020.780812678 7798388.79156097, 614018.628647317 7798410.1172202, 614014.612921145 7798409.1474176, 613991.821407511 7798406.94786531)))"
LOGRADOURO_OBRA_DE_ARTE.120,120,PONTE,,"MULTIPOLYGON (((615304.350567325 7796370.92876021, 615316.801860087 7796373.53824113, 615320.735149855 7796378.31729333, 615307.871562589 7796375.34788381, 615304.350567325 7796370.92876021)))"
LOGRADOURO_OBRA_DE_ARTE.121,121,PONTE,,"MULTIPOLYGON (((600574.0227805 7790010.85450174, 600576.19118586 7790017.40013566, 600568.44368541 7790019.75678979, 600566.294783045 7790013.33250092, 600574.0227805 7790010.85450174)))"
LOGRADOURO_OBRA_DE_ARTE.122,122,PONTE,,"MULTIPOLYGON (((603798.34789931 7789522.72960848, 603807.03684579 7789527.35393643, 603803.0907412 7789534.44604716, 603794.37914931 7789529.71460848, 603798.34789931 7789522.72960848)))"
LOGRADOURO_OBRA_DE_ARTE.123,123,PONTE,,"MULTIPOLYGON (((605565.873396572 7790819.02121766, 605566.370251704 7790828.13022842, 605555.439438793 7790825.14909763, 605554.94258366 7790816.7577665, 605565.873396572 7790819.02121766)))"
LOGRADOURO_OBRA_DE_ARTE.124,124,PONTE,,"MULTIPOLYGON (((606021.613422382 7789785.47456216, 606030.734052888 7789790.6544178, 606027.510151754 7789793.53376615, 606018.588099218 7789788.27480976, 606021.613422382 7789785.47456216)))"
LOGRADOURO_OBRA_DE_ARTE.125,125,PONTE,,"MULTIPOLYGON (((605416.374451752 7790595.84482718, 605422.187804909 7790606.46272184, 605417.306238883 7790608.02241337, 605411.237263226 7790597.8144375, 605416.374451752 7790595.84482718)))"
LOGRADOURO_OBRA_DE_ARTE.126,126,PONTE,,"MULTIPOLYGON (((599765.679425809 7790042.24625694, 599769.194891687 7790043.30822059, 599767.180822694 7790050.77858559, 599763.592117943 7790050.00957742, 599765.679425809 7790042.24625694)))"
LOGRADOURO_OBRA_DE_ARTE.127,127,PONTE,,"MULTIPOLYGON (((605636.877760714 7790547.45438798, 605637.36426834 7790548.75413029, 605629.464707304 7790552.72334466, 605629.060658592 7790551.60356666, 605636.877760714 7790547.45438798)))"
LOGRADOURO_OBRA_DE_ARTE.128,128,PONTE,,"MULTIPOLYGON (((604134.252631295 7801691.49930439, 604133.642438817 7801690.41952417, 604147.83353685 7801681.20140049, 604148.517941927 7801682.17120309, 604134.252631295 7801691.49930439)))"
LOGRADOURO_OBRA_DE_ARTE.129,129,PONTE,,"MULTIPOLYGON (((604058.951581184 7801179.86344638, 604058.869122741 7801178.64369466, 604076.861554995 7801176.834063, 604076.935767594 7801178.19378624, 604058.951581184 7801179.86344638)))"
LOGRADOURO_OBRA_DE_ARTE.130,130,PONTE,,"MULTIPOLYGON (((603555.105027678 7796998.42607588, 603553.859898237 7796996.92637329, 603556.11927161 7796995.37668013, 603556.440861342 7796995.82659091, 603556.622270933 7796996.06654332, 603559.145513418 7796999.40588113, 603557.042811915 7797000.80560399, 603556.754205748 7797000.42567933, 603555.105027678 7796998.42607588)))"
LOGRADOURO_OBRA_DE_ARTE.131,131,PONTE,,"MULTIPOLYGON (((605479.382170681 7796971.04123998, 605482.202264534 7796969.73149918, 605485.550096463 7796976.95006801, 605482.721756719 7796978.25980881, 605479.382170681 7796971.04123998)))"
LOGRADOURO_OBRA_DE_ARTE.132,132,PONTE,,"MULTIPOLYGON (((605498.59393188 7809395.94328484, 605500.7852266 7809390.12542457, 605505.842508709 7809391.78785316, 605503.74347863 7809397.76431866, 605498.59393188 7809395.94328484)))"
LOGRADOURO_OBRA_DE_ARTE.133,133,PONTE,,"MULTIPOLYGON (((605886.162109252 7811310.52926046, 605885.782798087 7811308.60964095, 605889.435726899 7811308.03975338, 605889.815038067 7811309.96937092, 605886.162109252 7811310.52926046)))"
LOGRADOURO_OBRA_DE_ARTE.134,134,PONTE,,"MULTIPOLYGON (((604644.68010685 7808001.55727062, 604644.70766495 7807995.48926236, 604647.64343583 7807995.56851414, 604647.534305305 7808001.6130222, 604644.68010685 7808001.55727062)))"
LOGRADOURO_OBRA_DE_ARTE.135,135,PONTE,,"MULTIPOLYGON (((604662.397493679 7808001.98512078, 604659.88249749 7808001.91513499, 604660.410233639 7807996.41622471, 604662.916983965 7807996.67617285, 604662.397493679 7808001.98512078)))"
LOGRADOURO_OBRA_DE_ARTE.136,136,PONTE,,"MULTIPOLYGON (((604699.55348176 7808087.69812878, 604696.196485622 7808075.71082306, 604701.34283779 7808073.7808867, 604705.05348955 7808085.89848469, 604699.55348176 7808087.69812878)))"
LOGRADOURO_OBRA_DE_ARTE.137,137,PONTE,,"MULTIPOLYGON (((604689.85634361 7808287.95844186, 604686.17867689 7808286.67869598, 604686.84659351 7808283.77927051, 604690.60671913 7808285.1290025, 604692.486590643 7808285.74684141, 604692.083769074 7808288.73443471, 604689.85634361 7808287.95844186)))"
LOGRADOURO_OBRA_DE_ARTE.138,138,PONTE,,"MULTIPOLYGON (((605385.56463793 7802172.91178769, 605368.45491828 7802162.17098577, 605374.683648638 7802152.49180765, 605391.73292334 7802163.46956619, 605385.56463793 7802172.91178769)))"
LOGRADOURO_OBRA_DE_ARTE.139,139,PONTE,,"MULTIPOLYGON (((605509.447322557 7801867.12254141, 605489.1688085 7801868.8662353, 605487.50203795 7801853.46527536, 605507.96998037 7801851.33180905, 605509.447322557 7801867.12254141)))"
LOGRADOURO_OBRA_DE_ARTE.140,140,PONTE,,"MULTIPOLYGON (((610041.509518173 7805209.84315569, 610054.760589957 7805125.63029698, 610065.282287279 7805127.39993677, 610051.957002896 7805211.53281177, 610041.509518173 7805209.84315569)))"
LOGRADOURO_OBRA_DE_ARTE.141,141,PONTE,,"MULTIPOLYGON (((614882.75017014 7807830.15625432, 614838.83928875 7807774.4562181, 614844.6340797 7807769.80994428, 614889.455609874 7807824.9409123, 614882.75017014 7807830.15625432)))"
LOGRADOURO_OBRA_DE_ARTE.142,142,PONTE,,"MULTIPOLYGON (((603869.499990334 7789301.29089432, 603871.989548546 7789295.56491043, 603882.741958813 7789300.79260162, 603880.246924386 7789306.67375419, 603869.499990334 7789301.29089432)))"
LOGRADOURO_OBRA_DE_ARTE.143,143,PONTE,,"MULTIPOLYGON (((601104.689584798 7786836.61963712, 601085.670182018 7786835.05639854, 601086.45180131 7786827.84813173, 601105.992283618 7786829.41137032, 601104.689584798 7786836.61963712)))"
LOGRADOURO_OBRA_DE_ARTE.144,144,PONTE,,"MULTIPOLYGON (((601091.972430799 7789289.22645752, 601090.695818331 7789284.01531292, 601106.684412421 7789279.62078706, 601108.13367095 7789284.71656705, 601091.972430799 7789289.22645752)))"
